SNO,Date,Time,SPEC,Voltage_V
536,26-09-2025,14:57:33:668306,0.958,2.59
537,26-09-2025,14:57:34:702304,1.791,2.59
538,26-09-2025,14:57:35:736282,1.853,2.58
539,26-09-2025,14:57:36:771305,0.936,2.59
540,26-09-2025,14:57:37:807320,1.535,2.59
541,26-09-2025,14:57:38:841302,2.011,2.59
542,26-09-2025,14:57:39:875412,0.948,2.61
543,26-09-2025,14:57:40:926303,2.248,2.58
544,26-09-2025,14:57:41:960423,1.340,2.66
545,26-09-2025,14:57:42:995303,1.237,2.59
546,26-09-2025,14:57:44:034305,1.565,2.59
547,26-09-2025,14:57:45:068301,2.001,2.57
548,26-09-2025,14:57:46:102304,0.941,2.59
549,26-09-2025,14:57:47:135437,2.024,2.64
550,26-09-2025,14:57:48:203305,0.958,2.59
551,26-09-2025,14:57:49:237305,2.062,2.59
552,26-09-2025,14:57:50:274303,2.080,2.60
553,26-09-2025,14:57:51:310305,1.395,2.59
554,26-09-2025,14:57:52:344306,1.306,2.58
555,26-09-2025,14:57:53:381301,2.001,2.59
556,26-09-2025,14:57:54:414281,1.612,2.59
557,26-09-2025,14:57:55:447436,1.237,2.59
558,26-09-2025,14:57:56:498305,1.930,2.59
559,26-09-2025,14:57:57:535312,1.391,2.59
560,26-09-2025,14:57:58:574303,1.040,2.59
561,26-09-2025,14:57:59:635303,1.082,2.58
562,26-09-2025,14:58:00:669304,1.531,2.59
563,26-09-2025,14:58:01:735304,0.924,2.59
564,26-09-2025,14:58:02:770300,1.623,2.58
565,26-09-2025,14:58:03:807302,2.246,2.60
566,26-09-2025,14:58:04:841283,1.517,2.60
567,26-09-2025,14:58:05:876305,1.018,2.58
568,26-09-2025,14:58:06:913550,1.550,2.58
569,26-09-2025,14:58:07:947299,2.062,2.59
570,26-09-2025,14:58:08:984307,1.595,2.59
571,26-09-2025,14:58:10:018299,1.087,2.59
572,26-09-2025,14:58:11:052282,2.227,2.58
573,26-09-2025,14:58:12:086279,1.650,2.58
574,26-09-2025,14:58:13:148362,1.849,2.66
575,26-09-2025,14:58:14:182300,0.929,2.58
576,26-09-2025,14:58:15:216376,1.887,2.58
577,26-09-2025,14:58:16:282406,1.034,2.57
578,26-09-2025,14:58:17:319424,1.529,2.59
579,26-09-2025,14:58:18:354304,2.195,2.59
580,26-09-2025,14:58:19:391306,1.794,2.59
581,26-09-2025,14:58:20:426282,0.941,2.60
582,26-09-2025,14:58:21:460393,1.730,2.59
583,26-09-2025,14:58:22:495301,2.062,2.60
584,26-09-2025,14:58:23:529330,1.031,2.59
585,26-09-2025,14:58:24:566305,1.079,2.58
586,26-09-2025,14:58:25:600283,2.217,2.59
587,26-09-2025,14:58:26:633306,1.492,2.59
588,26-09-2025,14:58:27:669388,0.944,2.59
589,26-09-2025,14:58:28:706441,1.390,2.64
590,26-09-2025,14:58:29:755329,1.546,2.60
591,26-09-2025,14:58:30:789302,1.133,2.59
592,26-09-2025,14:58:31:844303,2.102,2.59
593,26-09-2025,14:58:32:878282,1.748,2.59
594,26-09-2025,14:58:33:912307,0.980,2.59
595,26-09-2025,14:58:34:948305,1.662,2.57
596,26-09-2025,14:58:35:983301,2.119,2.59
597,26-09-2025,14:58:37:017305,1.139,2.58
598,26-09-2025,14:58:38:051302,1.474,2.59
599,26-09-2025,14:58:39:098301,1.067,2.58
600,26-09-2025,14:58:40:132305,1.536,2.59
601,26-09-2025,14:58:41:168300,2.248,2.59
602,26-09-2025,14:58:42:201334,1.258,2.60
603,26-09-2025,14:58:43:238353,0.978,2.59
604,26-09-2025,14:58:44:275304,1.509,2.59
605,26-09-2025,14:58:45:308279,1.972,2.59
606,26-09-2025,14:58:46:341281,0.936,2.58
607,26-09-2025,14:58:47:374305,2.148,2.59
608,26-09-2025,14:58:48:409282,1.830,2.59
609,26-09-2025,14:58:49:443305,0.939,2.59
610,26-09-2025,14:58:50:476306,2.179,2.58
611,26-09-2025,14:58:51:510281,1.681,2.60
612,26-09-2025,14:58:52:544325,1.046,2.60
613,26-09-2025,14:58:53:578300,2.180,2.57
614,26-09-2025,14:58:54:620301,1.888,2.58
615,26-09-2025,14:58:55:655279,1.981,2.58
616,26-09-2025,14:58:56:689801,0.960,2.59
617,26-09-2025,14:58:57:725311,1.349,2.62
618,26-09-2025,14:58:58:759305,2.205,2.59
619,26-09-2025,14:58:59:793305,1.333,2.58
620,26-09-2025,14:59:00:830306,0.945,2.59
621,26-09-2025,14:59:01:864299,1.931,2.59
622,26-09-2025,14:59:02:899281,1.962,2.59
623,26-09-2025,14:59:03:932305,0.933,2.59
624,26-09-2025,14:59:04:966305,1.851,2.59
625,26-09-2025,14:59:06:000280,1.896,2.58
626,26-09-2025,14:59:07:033326,0.964,2.59
627,26-09-2025,14:59:08:067315,1.970,2.58
628,26-09-2025,14:59:09:101303,1.818,2.59
629,26-09-2025,14:59:10:143422,2.025,2.62
630,26-09-2025,14:59:11:177306,1.011,2.59
631,26-09-2025,14:59:12:211300,1.559,2.59
632,26-09-2025,14:59:13:245282,2.092,2.59
633,26-09-2025,14:59:14:279306,1.156,2.58
634,26-09-2025,14:59:15:313305,1.424,2.59
635,26-09-2025,14:59:16:347281,2.175,2.59
636,26-09-2025,14:59:17:382307,1.473,2.59
637,26-09-2025,14:59:18:437300,1.040,2.59
638,26-09-2025,14:59:19:471307,2.121,2.58
639,26-09-2025,14:59:20:505282,1.755,2.58
640,26-09-2025,14:59:21:539307,0.952,2.59
641,26-09-2025,14:59:22:573306,1.955,2.59
642,26-09-2025,14:59:23:610305,2.190,2.59
643,26-09-2025,14:59:24:649304,2.028,2.58
644,26-09-2025,14:59:25:683283,1.040,2.59
645,26-09-2025,14:59:26:716282,1.688,2.59
646,26-09-2025,14:59:27:749327,1.895,2.57
647,26-09-2025,14:59:28:783334,0.921,2.59
648,26-09-2025,14:59:29:817305,1.741,2.59
649,26-09-2025,14:59:30:851306,1.982,2.58
650,26-09-2025,14:59:31:887283,1.343,2.59
651,26-09-2025,14:59:32:921306,1.276,2.58
652,26-09-2025,14:59:33:955282,2.249,2.58
653,26-09-2025,14:59:34:988281,1.311,2.60
654,26-09-2025,14:59:36:022307,1.303,2.59
655,26-09-2025,14:59:37:056304,2.248,2.59
656,26-09-2025,14:59:38:090282,1.456,2.60
657,26-09-2025,14:59:39:125305,1.070,2.58
658,26-09-2025,14:59:40:159300,2.191,2.59
659,26-09-2025,14:59:41:192280,1.525,2.59
660,26-09-2025,14:59:42:225281,1.300,2.59
661,26-09-2025,14:59:43:258305,2.144,2.58
662,26-09-2025,14:59:44:292305,1.179,2.58
663,26-09-2025,14:59:45:327280,1.297,2.59
664,26-09-2025,14:59:46:361281,2.227,2.59
665,26-09-2025,14:59:47:394306,1.166,2.59
666,26-09-2025,14:59:48:427306,1.639,2.59
667,26-09-2025,14:59:49:464302,2.254,2.58
668,26-09-2025,14:59:50:497282,1.324,2.59
669,26-09-2025,14:59:51:530281,1.488,2.59
670,26-09-2025,14:59:52:566306,2.253,2.58
671,26-09-2025,14:59:53:601300,1.633,2.59
672,26-09-2025,14:59:54:659305,1.159,2.59
673,26-09-2025,14:59:55:694300,1.308,2.59
674,26-09-2025,14:59:56:731303,1.953,2.57
675,26-09-2025,14:59:57:765280,1.822,2.59
676,26-09-2025,14:59:58:798346,1.024,2.59
677,26-09-2025,14:59:59:834420,1.716,2.60
678,26-09-2025,15:00:00:868304,1.962,2.59
679,26-09-2025,15:00:01:902279,0.954,2.59
680,26-09-2025,15:00:02:936306,1.693,2.59
681,26-09-2025,15:00:03:970280,1.978,2.59
682,26-09-2025,15:00:05:003281,0.932,2.58
683,26-09-2025,15:00:06:036306,2.090,2.58
684,26-09-2025,15:00:07:072304,1.987,2.59
685,26-09-2025,15:00:08:106281,0.967,2.64
686,26-09-2025,15:00:09:139307,1.844,2.59
687,26-09-2025,15:00:10:173314,1.896,2.59
688,26-09-2025,15:00:11:207282,0.928,2.59
689,26-09-2025,15:00:12:240306,1.994,2.59
690,26-09-2025,15:00:13:274283,1.810,2.60
691,26-09-2025,15:00:14:309282,0.950,2.60
692,26-09-2025,15:00:15:342308,1.891,2.59
693,26-09-2025,15:00:16:376281,1.878,2.59
694,26-09-2025,15:00:17:409307,0.967,2.60
695,26-09-2025,15:00:18:446303,1.417,2.59
696,26-09-2025,15:00:19:480307,2.170,2.58
697,26-09-2025,15:00:20:514301,1.314,2.59
698,26-09-2025,15:00:21:550282,1.040,2.59
699,26-09-2025,15:00:22:584306,2.123,2.59
700,26-09-2025,15:00:23:621773,2.119,2.59
701,26-09-2025,15:00:24:692305,0.942,2.58
702,26-09-2025,15:00:25:726284,1.891,2.58
703,26-09-2025,15:00:26:760282,1.909,2.59
704,26-09-2025,15:00:27:794308,0.942,2.59
705,26-09-2025,15:00:28:829306,1.476,2.59
706,26-09-2025,15:00:29:892307,1.095,2.58
707,26-09-2025,15:00:30:926281,2.178,2.58
708,26-09-2025,15:00:31:960282,1.746,2.58
709,26-09-2025,15:00:32:993306,1.044,2.58
710,26-09-2025,15:00:34:027307,2.049,2.58
711,26-09-2025,15:00:35:062280,1.960,2.59
712,26-09-2025,15:00:36:097307,1.137,2.60
713,26-09-2025,15:00:37:134303,0.965,2.58
714,26-09-2025,15:00:38:167282,2.102,2.58
715,26-09-2025,15:00:39:200280,1.687,2.59
716,26-09-2025,15:00:40:269306,1.689,2.58
717,26-09-2025,15:00:41:302281,1.939,2.59
718,26-09-2025,15:00:42:335306,0.944,2.59
719,26-09-2025,15:00:43:371757,1.266,2.59
720,26-09-2025,15:00:44:405306,2.254,2.58
721,26-09-2025,15:00:45:438280,1.476,2.59
722,26-09-2025,15:00:46:471767,1.161,2.60
723,26-09-2025,15:00:47:506304,2.019,2.58
724,26-09-2025,15:00:48:539281,1.788,2.59
725,26-09-2025,15:00:49:574280,1.017,2.58
726,26-09-2025,15:00:50:608366,1.393,2.59
727,26-09-2025,15:00:51:642281,2.251,2.54
728,26-09-2025,15:00:52:676359,1.663,2.60
729,26-09-2025,15:00:53:710305,0.940,2.59
730,26-09-2025,15:00:54:744282,1.676,2.58
731,26-09-2025,15:00:55:777340,2.032,2.58
732,26-09-2025,15:00:56:813305,1.591,2.59
733,26-09-2025,15:00:57:847281,0.964,2.59
734,26-09-2025,15:00:58:881306,1.752,2.59
735,26-09-2025,15:00:59:915280,2.094,2.59
736,26-09-2025,15:01:00:949306,1.351,2.59
737,26-09-2025,15:01:01:984302,0.990,2.59
738,26-09-2025,15:01:03:018802,1.766,2.59
739,26-09-2025,15:01:04:054306,2.256,2.60
740,26-09-2025,15:01:05:088301,1.685,2.59
741,26-09-2025,15:01:06:122300,0.929,2.59
742,26-09-2025,15:01:07:156282,1.599,2.59
743,26-09-2025,15:01:08:189306,2.062,2.58
744,26-09-2025,15:01:09:255305,1.521,2.59
745,26-09-2025,15:01:10:289281,2.222,2.59
746,26-09-2025,15:01:11:324307,1.732,2.58
747,26-09-2025,15:01:12:358307,0.944,2.58
748,26-09-2025,15:01:13:392306,1.536,2.58
749,26-09-2025,15:01:14:426282,2.207,2.58
750,26-09-2025,15:01:15:459799,1.405,2.59
751,26-09-2025,15:01:16:494301,0.984,2.58
752,26-09-2025,15:01:17:528283,1.791,2.59
753,26-09-2025,15:01:18:563306,2.164,2.59
754,26-09-2025,15:01:19:597306,1.499,2.60
755,26-09-2025,15:01:20:631363,1.029,2.61
756,26-09-2025,15:01:21:665306,1.858,2.59
757,26-09-2025,15:01:22:700305,2.139,2.59
758,26-09-2025,15:01:23:734282,1.437,2.60
759,26-09-2025,15:01:24:768306,1.055,2.59
760,26-09-2025,15:01:25:804301,1.533,2.58
761,26-09-2025,15:01:26:838306,2.223,2.58
762,26-09-2025,15:01:27:872284,1.587,2.59
763,26-09-2025,15:01:28:906306,0.940,2.57
764,26-09-2025,15:01:29:940303,1.693,2.58
765,26-09-2025,15:01:30:974300,2.143,2.59
766,26-09-2025,15:01:32:008282,1.460,2.60
767,26-09-2025,15:01:33:043279,0.941,2.59
768,26-09-2025,15:01:34:076307,1.831,2.57
769,26-09-2025,15:01:35:110304,2.062,2.59
770,26-09-2025,15:01:36:143280,1.160,2.60
771,26-09-2025,15:01:37:176279,1.369,2.59
772,26-09-2025,15:01:38:209306,2.245,2.59
773,26-09-2025,15:01:39:243828,1.642,2.59
774,26-09-2025,15:01:40:279305,1.106,2.58
775,26-09-2025,15:01:41:313281,1.260,2.58
776,26-09-2025,15:01:42:346306,2.255,2.59
777,26-09-2025,15:01:43:388304,1.774,2.60
778,26-09-2025,15:01:44:421306,2.001,2.59
779,26-09-2025,15:01:45:454305,1.066,2.58
780,26-09-2025,15:01:46:487324,1.422,2.58
781,26-09-2025,15:01:47:523300,1.974,2.58
782,26-09-2025,15:01:48:557320,2.012,2.59
783,26-09-2025,15:01:49:591281,1.272,2.58
784,26-09-2025,15:01:50:651306,1.461,2.59
785,26-09-2025,15:01:51:685300,1.019,2.59
786,26-09-2025,15:01:52:719780,1.714,2.60
787,26-09-2025,15:01:53:755304,2.255,2.59
788,26-09-2025,15:01:54:789383,1.724,2.59
789,26-09-2025,15:01:55:823305,0.936,2.59
790,26-09-2025,15:01:56:858288,1.354,2.59
791,26-09-2025,15:01:57:892278,2.243,2.58
792,26-09-2025,15:01:58:926306,1.780,2.59
793,26-09-2025,15:01:59:997292,1.142,2.59
794,26-09-2025,15:02:01:032280,1.833,2.64
795,26-09-2025,15:02:02:065306,1.938,2.58
796,26-09-2025,15:02:03:102763,1.689,2.59
797,26-09-2025,15:02:04:137304,0.940,2.59
798,26-09-2025,15:02:05:171300,1.500,2.58
799,26-09-2025,15:02:06:205304,2.218,2.59
800,26-09-2025,15:02:07:239282,1.549,2.59
801,26-09-2025,15:02:08:274306,0.933,2.60
802,26-09-2025,15:02:09:308281,1.638,2.57
803,26-09-2025,15:02:10:341280,2.032,2.58
804,26-09-2025,15:02:11:374306,1.032,2.59
805,26-09-2025,15:02:12:408281,1.355,2.59
806,26-09-2025,15:02:13:441309,2.217,2.58
807,26-09-2025,15:02:14:475304,1.551,2.58
808,26-09-2025,15:02:15:511300,0.978,2.58
809,26-09-2025,15:02:16:545279,1.412,2.59
810,26-09-2025,15:02:17:578307,2.205,2.60
811,26-09-2025,15:02:18:612281,1.574,2.58
812,26-09-2025,15:02:19:646431,0.948,2.61
813,26-09-2025,15:02:20:681304,1.496,2.60
814,26-09-2025,15:02:21:715282,2.249,2.58
815,26-09-2025,15:02:22:751305,1.948,2.58
816,26-09-2025,15:02:23:785305,1.150,2.60
817,26-09-2025,15:02:24:819305,1.203,2.58
818,26-09-2025,15:02:25:853306,2.104,2.58
819,26-09-2025,15:02:26:887304,1.947,2.59
820,26-09-2025,15:02:27:921306,1.152,2.59
821,26-09-2025,15:02:28:955281,1.224,2.59
822,26-09-2025,15:02:29:990639,1.912,2.59
823,26-09-2025,15:02:31:028303,2.153,2.58
824,26-09-2025,15:02:32:061283,1.772,2.58
825,26-09-2025,15:02:33:094281,0.942,2.58
826,26-09-2025,15:02:34:127307,1.781,2.60
827,26-09-2025,15:02:35:160281,2.007,2.58
828,26-09-2025,15:02:36:193307,1.023,2.60
829,26-09-2025,15:02:37:229305,1.047,2.60
830,26-09-2025,15:02:38:263282,1.846,2.59
831,26-09-2025,15:02:39:330306,0.981,2.59
832,26-09-2025,15:02:40:365388,1.210,2.58
833,26-09-2025,15:02:41:399306,2.129,2.59
834,26-09-2025,15:02:42:437307,2.245,2.59
835,26-09-2025,15:02:43:470306,1.638,2.59
836,26-09-2025,15:02:44:506306,1.071,2.59
837,26-09-2025,15:02:45:540281,1.290,2.59
838,26-09-2025,15:02:46:574319,2.200,2.59
839,26-09-2025,15:02:47:611304,2.174,2.59
840,26-09-2025,15:02:48:645303,1.542,2.59
841,26-09-2025,15:02:49:679282,0.968,2.59
842,26-09-2025,15:02:50:713307,1.698,2.59
843,26-09-2025,15:02:51:749281,2.249,2.58
844,26-09-2025,15:02:52:784282,1.904,2.59
845,26-09-2025,15:02:53:818306,1.068,2.59
846,26-09-2025,15:02:54:852283,1.310,2.60
847,26-09-2025,15:02:55:886306,2.231,2.59
848,26-09-2025,15:02:56:920303,1.795,2.59
849,26-09-2025,15:02:57:955306,1.083,2.59
850,26-09-2025,15:02:58:989307,1.293,2.57
851,26-09-2025,15:03:00:023306,2.235,2.59
852,26-09-2025,15:03:01:057280,1.792,2.58
853,26-09-2025,15:03:02:090281,0.934,2.59
854,26-09-2025,15:03:03:123306,1.843,2.58
855,26-09-2025,15:03:04:157304,2.037,2.57
856,26-09-2025,15:03:05:193281,1.627,2.60
857,26-09-2025,15:03:06:227305,0.941,2.59
858,26-09-2025,15:03:07:261300,1.638,2.58
859,26-09-2025,15:03:08:295318,2.153,2.58
860,26-09-2025,15:03:09:329300,1.461,2.59
861,26-09-2025,15:03:10:366331,1.056,2.59
862,26-09-2025,15:03:11:403303,0.949,2.59
863,26-09-2025,15:03:12:442325,0.963,2.60
864,26-09-2025,15:03:13:476357,1.738,2.62
865,26-09-2025,15:03:14:510328,2.112,2.59
866,26-09-2025,15:03:15:544305,1.418,2.59
867,26-09-2025,15:03:16:578296,1.073,2.59
868,26-09-2025,15:03:17:612282,1.922,2.58
869,26-09-2025,15:03:18:645305,1.901,2.58
870,26-09-2025,15:03:19:681306,1.431,2.59
871,26-09-2025,15:03:20:715580,1.053,2.59
872,26-09-2025,15:03:21:753304,1.225,2.59
873,26-09-2025,15:03:22:788299,1.995,2.59
874,26-09-2025,15:03:23:822281,1.957,2.59
875,26-09-2025,15:03:24:856305,1.088,2.59
876,26-09-2025,15:03:25:893308,0.941,2.58
877,26-09-2025,15:03:26:932302,0.973,2.59
878,26-09-2025,15:03:27:965282,2.001,2.59
879,26-09-2025,15:03:28:998305,1.816,2.60
880,26-09-2025,15:03:30:032301,0.953,2.59
881,26-09-2025,15:03:31:065306,1.700,2.59
882,26-09-2025,15:03:32:098307,1.999,2.59
883,26-09-2025,15:03:33:132302,1.138,2.58
884,26-09-2025,15:03:34:173286,1.414,2.59
885,26-09-2025,15:03:35:208308,0.989,2.59
886,26-09-2025,15:03:36:245304,1.314,2.59
887,26-09-2025,15:03:37:282564,1.741,2.58
888,26-09-2025,15:03:38:316300,2.062,2.58
889,26-09-2025,15:03:39:349307,1.068,2.60
890,26-09-2025,15:03:40:382282,1.500,2.59
891,26-09-2025,15:03:41:417441,2.244,2.53
892,26-09-2025,15:03:42:451305,1.683,2.59
893,26-09-2025,15:03:43:485283,0.939,2.58
894,26-09-2025,15:03:44:519306,1.687,2.59
895,26-09-2025,15:03:45:556526,2.209,2.59
896,26-09-2025,15:03:46:590304,1.806,2.60
897,26-09-2025,15:03:47:624282,0.928,2.59
898,26-09-2025,15:03:48:659306,1.346,2.58
899,26-09-2025,15:03:49:693283,2.249,2.58
900,26-09-2025,15:03:50:727306,1.692,2.58
901,26-09-2025,15:03:51:761307,0.921,2.58
902,26-09-2025,15:03:52:795273,1.667,2.59
903,26-09-2025,15:03:53:832305,2.168,2.58
904,26-09-2025,15:03:54:866282,1.852,2.59
905,26-09-2025,15:03:55:901307,1.134,2.58
906,26-09-2025,15:03:56:935302,1.305,2.59
907,26-09-2025,15:03:57:969283,2.249,2.59
908,26-09-2025,15:03:59:002306,1.576,2.59
909,26-09-2025,15:04:00:036306,0.973,2.59
910,26-09-2025,15:04:01:070282,1.844,2.58
911,26-09-2025,15:04:02:105306,2.127,2.59
912,26-09-2025,15:04:03:142302,1.811,2.59
913,26-09-2025,15:04:04:177300,1.055,2.60
914,26-09-2025,15:04:05:211305,1.376,2.58
915,26-09-2025,15:04:06:246303,2.236,2.58
916,26-09-2025,15:04:07:280305,1.761,2.58
917,26-09-2025,15:04:08:314405,0.940,2.59
918,26-09-2025,15:04:09:350303,1.315,2.58
919,26-09-2025,15:04:10:384306,2.267,2.59
920,26-09-2025,15:04:11:418761,1.656,2.58
921,26-09-2025,15:04:12:456303,1.364,2.59
922,26-09-2025,15:04:13:526315,1.818,2.60
923,26-09-2025,15:04:14:560306,1.998,2.59
924,26-09-2025,15:04:15:594300,1.106,2.59
925,26-09-2025,15:04:16:629306,1.227,2.59
926,26-09-2025,15:04:17:664360,2.059,2.52
927,26-09-2025,15:04:18:701302,2.194,2.58
928,26-09-2025,15:04:19:735279,1.446,2.59
929,26-09-2025,15:04:20:768281,1.260,2.58
930,26-09-2025,15:04:21:802305,2.249,2.59
931,26-09-2025,15:04:22:836282,1.691,2.62
932,26-09-2025,15:04:23:871281,0.945,2.58
933,26-09-2025,15:04:24:917304,1.887,2.59
934,26-09-2025,15:04:25:950389,0.903,2.52
935,26-09-2025,15:04:26:987305,1.235,2.59
936,26-09-2025,15:04:28:020280,2.241,2.59
937,26-09-2025,15:04:29:053307,1.372,2.59
938,26-09-2025,15:04:30:087299,1.172,2.59
939,26-09-2025,15:04:31:122282,2.012,2.58
940,26-09-2025,15:04:32:164306,1.579,2.58
941,26-09-2025,15:04:33:199302,2.227,2.60
942,26-09-2025,15:04:34:233364,1.496,2.59
943,26-09-2025,15:04:35:267427,1.087,2.62
944,26-09-2025,15:04:36:302305,1.895,2.58
945,26-09-2025,15:04:37:336307,1.938,2.59
946,26-09-2025,15:04:38:371281,1.147,2.58
947,26-09-2025,15:04:39:404282,1.510,2.58
948,26-09-2025,15:04:40:437306,2.036,2.59
949,26-09-2025,15:04:41:471301,1.123,2.59
950,26-09-2025,15:04:42:505281,1.396,2.59
951,26-09-2025,15:04:43:538282,2.115,2.58
952,26-09-2025,15:04:44:571306,1.044,2.59
953,26-09-2025,15:04:45:607327,1.176,2.58
954,26-09-2025,15:04:46:674305,1.501,2.58
955,26-09-2025,15:04:47:709399,0.994,2.54
956,26-09-2025,15:04:48:743305,1.999,2.59
957,26-09-2025,15:04:49:777304,1.846,2.58
958,26-09-2025,15:04:50:811283,0.940,2.59
959,26-09-2025,15:04:51:844282,1.940,2.59
960,26-09-2025,15:04:52:880306,2.102,2.59
961,26-09-2025,15:04:53:914283,1.188,2.59
962,26-09-2025,15:04:54:947282,1.534,2.59
963,26-09-2025,15:04:55:980305,1.999,2.60
964,26-09-2025,15:04:57:014281,0.992,2.59
965,26-09-2025,15:04:58:047306,1.742,2.59
966,26-09-2025,15:04:59:081304,1.970,2.58
967,26-09-2025,15:05:00:114305,0.934,2.59
968,26-09-2025,15:05:01:148281,1.854,2.58
969,26-09-2025,15:05:02:181282,1.751,2.58
970,26-09-2025,15:05:03:214305,1.096,2.59
971,26-09-2025,15:05:04:248306,2.235,2.58
972,26-09-2025,15:05:05:282281,1.578,2.59
973,26-09-2025,15:05:06:317306,1.014,2.59
974,26-09-2025,15:05:07:351304,2.177,2.58
975,26-09-2025,15:05:08:403300,1.305,2.59
976,26-09-2025,15:05:09:437305,1.355,2.59
977,26-09-2025,15:05:10:471421,2.180,2.64
978,26-09-2025,15:05:11:506304,1.398,2.59
979,26-09-2025,15:05:12:540282,1.301,2.58
980,26-09-2025,15:05:13:575305,2.260,2.58
981,26-09-2025,15:05:14:609301,1.462,2.59
982,26-09-2025,15:05:15:643304,1.237,2.59
983,26-09-2025,15:05:16:677281,2.239,2.59
984,26-09-2025,15:05:17:711280,1.358,2.59
985,26-09-2025,15:05:18:744761,1.432,2.59
986,26-09-2025,15:05:19:778305,2.090,2.58
987,26-09-2025,15:05:20:813281,1.231,2.60
988,26-09-2025,15:05:21:855305,1.443,2.59
989,26-09-2025,15:05:22:889306,1.289,2.59
990,26-09-2025,15:05:23:923305,2.223,2.58
991,26-09-2025,15:05:24:956306,1.058,2.59
992,26-09-2025,15:05:25:989324,1.740,2.59
993,26-09-2025,15:05:27:058300,1.104,2.59
994,26-09-2025,15:05:28:093306,1.383,2.58
995,26-09-2025,15:05:29:127282,2.144,2.60
996,26-09-2025,15:05:30:160305,0.972,2.59
997,26-09-2025,15:05:31:194305,1.685,2.60
998,26-09-2025,15:05:32:227775,1.834,2.59
999,26-09-2025,15:05:33:264304,1.195,2.59
1000,26-09-2025,15:05:34:329302,1.849,2.59
1001,26-09-2025,15:05:35:364281,0.950,2.59
1002,26-09-2025,15:05:36:397279,1.960,2.58
1003,26-09-2025,15:05:37:430306,1.650,2.58
1004,26-09-2025,15:05:38:464281,1.092,2.58
1005,26-09-2025,15:05:39:498282,2.239,2.59
1006,26-09-2025,15:05:40:532302,1.550,2.60
1007,26-09-2025,15:05:41:566306,1.170,2.59
1008,26-09-2025,15:05:42:603345,1.810,2.58
1009,26-09-2025,15:05:43:637421,1.888,2.62
1010,26-09-2025,15:05:44:672302,0.950,2.59
1011,26-09-2025,15:05:45:706306,1.771,2.59
1012,26-09-2025,15:05:46:740304,1.910,2.59
1013,26-09-2025,15:05:47:774306,0.923,2.58
1014,26-09-2025,15:05:48:810301,1.550,2.59
1015,26-09-2025,15:05:49:844320,2.045,2.60
1016,26-09-2025,15:05:50:878446,0.975,2.60
1017,26-09-2025,15:05:51:913305,1.509,2.59
1018,26-09-2025,15:05:52:951301,2.062,2.59
1019,26-09-2025,15:05:53:985301,1.698,2.59
1020,26-09-2025,15:05:55:019305,1.048,2.58
1021,26-09-2025,15:05:56:055303,1.815,2.58
1022,26-09-2025,15:05:57:089303,1.853,2.60
1023,26-09-2025,15:05:58:123306,0.941,2.59
1024,26-09-2025,15:05:59:157302,2.007,2.58
1025,26-09-2025,15:06:00:191282,1.730,2.59
1026,26-09-2025,15:06:01:224281,1.148,2.58
1027,26-09-2025,15:06:02:257307,2.197,2.58
1028,26-09-2025,15:06:03:293302,1.594,2.59
1029,26-09-2025,15:06:04:327325,1.137,2.59
1030,26-09-2025,15:06:05:361306,2.251,2.59
1031,26-09-2025,15:06:06:395307,1.467,2.59
1032,26-09-2025,15:06:07:429319,1.237,2.59
1033,26-09-2025,15:06:08:463303,2.232,2.59
1034,26-09-2025,15:06:09:498306,1.509,2.58
1035,26-09-2025,15:06:10:534282,0.957,2.59
1036,26-09-2025,15:06:11:568281,2.040,2.58
1037,26-09-2025,15:06:12:628307,2.185,2.59
1038,26-09-2025,15:06:13:664306,1.895,2.60
1039,26-09-2025,15:06:14:698307,0.941,2.59
1040,26-09-2025,15:06:15:732282,1.833,2.58
1041,26-09-2025,15:06:16:766307,1.877,2.59
1042,26-09-2025,15:06:17:834305,1.724,2.58
1043,26-09-2025,15:06:18:868302,1.933,2.58
1044,26-09-2025,15:06:19:902592,0.928,2.59
1045,26-09-2025,15:06:20:936306,1.788,2.58
1046,26-09-2025,15:06:21:969281,1.780,2.60
1047,26-09-2025,15:06:23:003308,0.964,2.59
1048,26-09-2025,15:06:24:041303,1.318,2.59
1049,26-09-2025,15:06:25:075282,2.208,2.60
1050,26-09-2025,15:06:26:108280,1.086,2.58
1051,26-09-2025,15:06:27:141358,1.721,2.58
1052,26-09-2025,15:06:28:176299,2.062,2.58
1053,26-09-2025,15:06:29:213322,1.542,2.59
1054,26-09-2025,15:06:30:247302,1.192,2.60
1055,26-09-2025,15:06:31:283305,2.050,2.59
1056,26-09-2025,15:06:32:318314,1.824,2.58
1057,26-09-2025,15:06:33:352301,0.949,2.59
1058,26-09-2025,15:06:34:386367,2.112,2.59
1059,26-09-2025,15:06:35:420423,1.642,2.61
1060,26-09-2025,15:06:36:455302,1.007,2.58
1061,26-09-2025,15:06:37:490301,1.999,2.60
1062,26-09-2025,15:06:38:526290,1.971,2.59
1063,26-09-2025,15:06:39:560306,0.929,2.59
1064,26-09-2025,15:06:40:596753,1.475,2.60
1065,26-09-2025,15:06:41:631305,2.122,2.57
1066,26-09-2025,15:06:42:665300,1.056,2.60
1067,26-09-2025,15:06:43:699426,1.630,2.56
1068,26-09-2025,15:06:44:733304,1.949,2.59
1069,26-09-2025,15:06:45:769304,1.156,2.59
