SNO,Date,Time,SPEC,Voltage_V
309,26-09-2025,14:53:38:544305,1.107,2.59
310,26-09-2025,14:53:39:587420,1.457,2.61
311,26-09-2025,14:53:40:619304,1.608,2.59
312,26-09-2025,14:53:41:652303,1.870,2.59
313,26-09-2025,14:53:42:683305,1.326,2.60
314,26-09-2025,14:53:43:714282,1.826,2.58
315,26-09-2025,14:53:44:745281,1.372,2.58
316,26-09-2025,14:53:45:776306,1.790,2.58
317,26-09-2025,14:53:46:807280,1.431,2.59
318,26-09-2025,14:53:47:838306,1.715,2.59
319,26-09-2025,14:53:48:871299,1.208,2.58
320,26-09-2025,14:53:49:903301,2.043,2.59
321,26-09-2025,14:53:50:958305,1.044,2.58
322,26-09-2025,14:53:51:992304,1.660,2.59
323,26-09-2025,14:53:53:023305,1.501,2.59
324,26-09-2025,14:53:54:054305,1.769,2.59
325,26-09-2025,14:53:55:085305,1.392,2.58
326,26-09-2025,14:53:56:118279,1.530,2.60
327,26-09-2025,14:53:57:149278,1.625,2.59
328,26-09-2025,14:53:58:180305,1.646,2.59
329,26-09-2025,14:53:59:230374,1.316,2.58
330,26-09-2025,14:54:00:264327,1.422,2.59
331,26-09-2025,14:54:01:315303,1.729,2.59
332,26-09-2025,14:54:02:346304,1.517,2.59
333,26-09-2025,14:54:03:383355,2.253,2.58
334,26-09-2025,14:54:04:437305,1.402,2.58
335,26-09-2025,14:54:05:468304,1.925,2.59
336,26-09-2025,14:54:06:501642,1.612,2.58
337,26-09-2025,14:54:07:535300,1.206,2.59
338,26-09-2025,14:54:08:566280,1.895,2.60
339,26-09-2025,14:54:09:599278,1.070,2.59
340,26-09-2025,14:54:10:630300,2.014,2.59
341,26-09-2025,14:54:11:661305,1.186,2.59
342,26-09-2025,14:54:12:693300,2.004,2.59
343,26-09-2025,14:54:13:724302,1.208,2.61
344,26-09-2025,14:54:14:755280,1.870,2.58
345,26-09-2025,14:54:15:786278,1.375,2.59
346,26-09-2025,14:54:16:819305,1.978,2.58
347,26-09-2025,14:54:17:850279,1.237,2.59
348,26-09-2025,14:54:18:881305,1.845,2.59
349,26-09-2025,14:54:19:912371,1.398,2.59
350,26-09-2025,14:54:20:944309,1.841,2.59
351,26-09-2025,14:54:21:978301,0.993,2.60
352,26-09-2025,14:54:23:010299,2.180,2.59
353,26-09-2025,14:54:24:043305,0.976,2.58
354,26-09-2025,14:54:25:075297,2.231,2.59
355,26-09-2025,14:54:26:106279,0.969,2.58
356,26-09-2025,14:54:27:137306,2.252,2.59
357,26-09-2025,14:54:28:168281,0.929,2.58
358,26-09-2025,14:54:29:203282,1.871,2.59
359,26-09-2025,14:54:30:234305,1.237,2.57
360,26-09-2025,14:54:31:270305,1.225,2.60
361,26-09-2025,14:54:32:301281,1.846,2.59
362,26-09-2025,14:54:33:332306,1.418,2.59
363,26-09-2025,14:54:34:363305,1.697,2.60
364,26-09-2025,14:54:35:394306,1.588,2.58
365,26-09-2025,14:54:36:426304,1.672,2.59
366,26-09-2025,14:54:37:457304,1.595,2.58
367,26-09-2025,14:54:38:519304,1.522,2.58
368,26-09-2025,14:54:39:550306,1.607,2.59
369,26-09-2025,14:54:40:582300,1.504,2.60
370,26-09-2025,14:54:41:624306,1.406,2.59
371,26-09-2025,14:54:42:655384,1.728,2.59
372,26-09-2025,14:54:43:686301,1.550,2.59
373,26-09-2025,14:54:44:718300,1.740,2.59
374,26-09-2025,14:54:45:751300,1.211,2.54
375,26-09-2025,14:54:46:782316,1.901,2.58
376,26-09-2025,14:54:47:813306,1.321,2.59
377,26-09-2025,14:54:48:844425,1.813,2.55
378,26-09-2025,14:54:49:908310,2.118,2.58
379,26-09-2025,14:54:50:940319,0.939,2.60
380,26-09-2025,14:54:51:974304,2.088,2.59
381,26-09-2025,14:54:53:007280,1.497,2.59
382,26-09-2025,14:54:54:038305,1.749,2.59
383,26-09-2025,14:54:55:089299,1.427,2.59
384,26-09-2025,14:54:56:121300,1.606,2.58
385,26-09-2025,14:54:57:152298,1.553,2.58
386,26-09-2025,14:54:58:186388,1.181,2.59
387,26-09-2025,14:54:59:217337,1.972,2.58
388,26-09-2025,14:55:00:262300,2.236,2.59
389,26-09-2025,14:55:01:293396,1.017,2.58
390,26-09-2025,14:55:02:341305,2.081,2.59
391,26-09-2025,14:55:03:372301,1.044,2.59
392,26-09-2025,14:55:04:403305,2.107,2.59
393,26-09-2025,14:55:05:434304,1.014,2.58
394,26-09-2025,14:55:06:465304,2.139,2.59
395,26-09-2025,14:55:07:501300,1.517,2.59
396,26-09-2025,14:55:08:535303,1.168,2.58
397,26-09-2025,14:55:09:567301,2.112,2.58
398,26-09-2025,14:55:10:598304,0.986,2.59
399,26-09-2025,14:55:11:629304,2.185,2.59
400,26-09-2025,14:55:12:660305,0.936,2.59
401,26-09-2025,14:55:13:691303,2.244,2.59
402,26-09-2025,14:55:14:724279,1.237,2.59
403,26-09-2025,14:55:15:755348,1.913,2.60
404,26-09-2025,14:55:16:786305,1.414,2.59
405,26-09-2025,14:55:17:817436,1.718,2.59
406,26-09-2025,14:55:18:849389,1.704,2.59
407,26-09-2025,14:55:19:880302,1.394,2.59
408,26-09-2025,14:55:20:914281,2.179,2.60
409,26-09-2025,14:55:21:945304,0.928,2.58
410,26-09-2025,14:55:22:976304,2.256,2.59
411,26-09-2025,14:55:24:032298,1.775,2.62
412,26-09-2025,14:55:25:063281,1.327,2.58
413,26-09-2025,14:55:26:094304,1.920,2.60
414,26-09-2025,14:55:27:125305,1.182,2.59
415,26-09-2025,14:55:28:161303,1.942,2.59
416,26-09-2025,14:55:29:192281,1.403,2.58
417,26-09-2025,14:55:30:223304,1.716,2.59
418,26-09-2025,14:55:31:254303,1.571,2.59
419,26-09-2025,14:55:32:285280,1.553,2.58
420,26-09-2025,14:55:33:316305,1.725,2.61
421,26-09-2025,14:55:34:363303,2.172,2.58
422,26-09-2025,14:55:35:396332,1.560,2.59
423,26-09-2025,14:55:36:427304,1.568,2.60
424,26-09-2025,14:55:37:472392,0.956,2.59
425,26-09-2025,14:55:38:504307,2.256,2.58
426,26-09-2025,14:55:39:538351,1.530,2.53
427,26-09-2025,14:55:40:569308,1.577,2.58
428,26-09-2025,14:55:41:600535,1.704,2.60
429,26-09-2025,14:55:42:671303,1.431,2.60
430,26-09-2025,14:55:43:703343,1.946,2.60
431,26-09-2025,14:55:44:744302,2.003,2.60
432,26-09-2025,14:55:45:778396,0.988,2.58
433,26-09-2025,14:55:46:810302,1.988,2.58
434,26-09-2025,14:55:47:841303,1.334,2.59
435,26-09-2025,14:55:48:872302,1.793,2.59
436,26-09-2025,14:55:49:908302,2.152,2.59
437,26-09-2025,14:55:50:943303,1.398,2.58
438,26-09-2025,14:55:51:975356,1.577,2.57
439,26-09-2025,14:55:53:006304,1.665,2.59
440,26-09-2025,14:55:54:037279,1.481,2.58
441,26-09-2025,14:55:55:068280,1.755,2.59
442,26-09-2025,14:55:56:099304,1.392,2.57
443,26-09-2025,14:55:57:140306,1.343,2.60
444,26-09-2025,14:55:58:176302,2.231,2.59
445,26-09-2025,14:55:59:210305,1.638,2.60
446,26-09-2025,14:56:00:244790,1.070,2.59
447,26-09-2025,14:56:01:292746,1.784,2.59
448,26-09-2025,14:56:02:329306,1.095,2.59
449,26-09-2025,14:56:03:362306,1.676,2.58
450,26-09-2025,14:56:04:401319,1.999,2.58
451,26-09-2025,14:56:05:435441,1.805,2.62
452,26-09-2025,14:56:06:504306,1.645,2.59
453,26-09-2025,14:56:07:538398,2.003,2.58
454,26-09-2025,14:56:08:608306,1.198,2.58
455,26-09-2025,14:56:09:643301,2.229,2.59
456,26-09-2025,14:56:10:680304,1.988,2.58
457,26-09-2025,14:56:11:716302,1.305,2.59
458,26-09-2025,14:56:12:750284,1.358,2.59
459,26-09-2025,14:56:13:783412,2.062,2.60
460,26-09-2025,14:56:14:834306,1.046,2.59
461,26-09-2025,14:56:15:868306,2.198,2.59
462,26-09-2025,14:56:16:902308,1.600,2.59
463,26-09-2025,14:56:17:966305,2.007,2.58
464,26-09-2025,14:56:19:001307,1.083,2.58
465,26-09-2025,14:56:20:035305,1.566,2.59
466,26-09-2025,14:56:21:069307,2.022,2.59
467,26-09-2025,14:56:22:103280,0.962,2.59
468,26-09-2025,14:56:23:137306,1.728,2.59
469,26-09-2025,14:56:24:171381,1.920,2.59
470,26-09-2025,14:56:25:208309,1.303,2.58
471,26-09-2025,14:56:26:252572,1.780,2.58
472,26-09-2025,14:56:27:287404,0.928,2.59
473,26-09-2025,14:56:28:322318,1.735,2.60
474,26-09-2025,14:56:29:356306,1.900,2.58
475,26-09-2025,14:56:30:393397,1.306,2.62
476,26-09-2025,14:56:31:427403,1.401,2.59
477,26-09-2025,14:56:32:463305,2.252,2.58
478,26-09-2025,14:56:33:497428,1.472,2.59
479,26-09-2025,14:56:34:532304,1.117,2.59
480,26-09-2025,14:56:35:567306,2.184,2.59
481,26-09-2025,14:56:36:601280,1.633,2.59
482,26-09-2025,14:56:37:635306,1.104,2.58
483,26-09-2025,14:56:38:670300,2.126,2.58
484,26-09-2025,14:56:39:706302,1.935,2.58
485,26-09-2025,14:56:40:740335,0.929,2.58
486,26-09-2025,14:56:41:774306,1.853,2.58
487,26-09-2025,14:56:42:808305,1.849,2.59
488,26-09-2025,14:56:43:842281,0.949,2.59
489,26-09-2025,14:56:44:876305,1.981,2.58
490,26-09-2025,14:56:45:914389,2.223,2.54
491,26-09-2025,14:56:46:953374,2.019,2.59
492,26-09-2025,14:56:47:990310,1.476,2.60
493,26-09-2025,14:56:49:062425,1.545,2.59
494,26-09-2025,14:56:50:100307,2.138,2.58
495,26-09-2025,14:56:51:167356,1.076,2.61
496,26-09-2025,14:56:52:201307,2.252,2.59
497,26-09-2025,14:56:53:234518,1.382,2.60
498,26-09-2025,14:56:54:289774,1.178,2.59
499,26-09-2025,14:56:55:326304,1.832,2.58
500,26-09-2025,14:56:56:359305,1.733,2.59
501,26-09-2025,14:56:57:392281,1.148,2.60
502,26-09-2025,14:56:58:425282,2.225,2.59
503,26-09-2025,14:56:59:458306,1.135,2.61
504,26-09-2025,14:57:00:492301,1.517,2.58
505,26-09-2025,14:57:01:527281,2.179,2.58
506,26-09-2025,14:57:02:561307,1.225,2.58
507,26-09-2025,14:57:03:595453,1.431,2.57
508,26-09-2025,14:57:04:642316,1.069,2.59
509,26-09-2025,14:57:05:679304,1.102,2.59
510,26-09-2025,14:57:06:713282,2.243,2.59
511,26-09-2025,14:57:07:746413,1.369,2.53
512,26-09-2025,14:57:08:786301,1.237,2.59
513,26-09-2025,14:57:09:824301,0.930,2.59
514,26-09-2025,14:57:10:858345,1.956,2.59
515,26-09-2025,14:57:11:897305,2.256,2.59
516,26-09-2025,14:57:12:932301,1.679,2.59
517,26-09-2025,14:57:13:969305,0.993,2.59
518,26-09-2025,14:57:15:022304,1.845,2.58
519,26-09-2025,14:57:16:058300,2.087,2.59
520,26-09-2025,14:57:17:092283,1.018,2.58
521,26-09-2025,14:57:18:125281,1.805,2.59
522,26-09-2025,14:57:19:158267,1.750,2.59
523,26-09-2025,14:57:20:192304,1.008,2.59
524,26-09-2025,14:57:21:227304,1.965,2.58
525,26-09-2025,14:57:22:275375,0.928,2.57
526,26-09-2025,14:57:23:311356,1.560,2.59
527,26-09-2025,14:57:24:348302,2.260,2.59
528,26-09-2025,14:57:25:389306,2.256,2.58
529,26-09-2025,14:57:26:423304,1.418,2.58
530,26-09-2025,14:57:27:460302,0.941,2.59
531,26-09-2025,14:57:28:494280,2.015,2.58
532,26-09-2025,14:57:29:527308,1.545,2.59
533,26-09-2025,14:57:30:566398,1.179,2.57
534,26-09-2025,14:57:31:600305,1.516,2.59
535,26-09-2025,14:57:32:634281,2.036,2.58
