SNO,Date,Time,MQ138,Voltage_V
558,26-09-2025,14:55:10:976284,2446,4.01
559,26-09-2025,14:55:14:034284,2493,4.01
560,26-09-2025,14:55:17:517285,2485,4.04
561,26-09-2025,14:55:21:209285,2454,4
562,26-09-2025,14:55:24:680284,2449,4.03
563,26-09-2025,14:55:28:819285,2449,4.02
564,26-09-2025,14:55:32:673285,2493,4.01
565,26-09-2025,14:55:35:533285,2491,4.04
566,26-09-2025,14:55:39:016285,2487,4.04
567,26-09-2025,14:55:42:510285,2446,4
568,26-09-2025,14:55:45:777284,2442,4.01
569,26-09-2025,14:55:49:257285,2448,4.01
570,26-09-2025,14:55:53:051309,2441,4.01
571,26-09-2025,14:55:56:630285,2485,4.03
572,26-09-2025,14:55:59:908284,2447,4.12
573,26-09-2025,14:56:03:184285,2451,4.02
574,26-09-2025,14:56:06:266284,2487,4.01
575,26-09-2025,14:56:09:739285,2480,4
576,26-09-2025,14:56:12:812454,2437,4.01
577,26-09-2025,14:56:16:094285,2448,4.03
578,26-09-2025,14:56:19:779285,2483,4.05
579,26-09-2025,14:56:22:842285,2484,4.04
580,26-09-2025,14:56:25:714284,2448,3.99
581,26-09-2025,14:56:29:195285,2442,3.99
582,26-09-2025,14:56:32:678285,2451,4.08
583,26-09-2025,14:56:36:151285,2484,4
584,26-09-2025,14:56:40:046285,2482,4.03
585,26-09-2025,14:56:42:915285,2482,4.03
586,26-09-2025,14:56:46:600284,2492,3.99
587,26-09-2025,14:56:49:671285,2486,4.02
588,26-09-2025,14:56:52:547285,2449,4.03
589,26-09-2025,14:56:55:819285,2484,4.02
590,26-09-2025,14:56:58:685284,2450,4.01
591,26-09-2025,14:57:01:755285,2480,4.01
592,26-09-2025,14:57:05:857285,2487,4.02
593,26-09-2025,14:57:08:921285,2481,3.99
594,26-09-2025,14:57:11:787319,2433,3.98
595,26-09-2025,14:57:14:658285,2486,4.03
596,26-09-2025,14:57:17:933284,2481,4.01
597,26-09-2025,14:57:21:423285,2441,4.02
598,26-09-2025,14:57:24:897285,2483,4.01
599,26-09-2025,14:57:28:181284,2486,4.03
600,26-09-2025,14:57:32:070285,2446,4.01
601,26-09-2025,14:57:35:143285,2442,4.02
602,26-09-2025,14:57:38:411285,2482,4.03
603,26-09-2025,14:57:42:515285,2441,3.99
604,26-09-2025,14:57:45:791285,2444,4.01
605,26-09-2025,14:57:48:864285,2480,4.02
606,26-09-2025,14:57:52:769285,2443,4.02
607,26-09-2025,14:57:56:031284,2447,4
608,26-09-2025,14:57:59:104285,2446,4.02
609,26-09-2025,14:58:02:190285,2443,3.98
610,26-09-2025,14:58:05:670284,2479,4.06
611,26-09-2025,14:58:08:724285,2480,4
612,26-09-2025,14:58:12:203285,2440,4.01
613,26-09-2025,14:58:16:505285,2448,4.01
614,26-09-2025,14:58:19:376285,2432,4.01
615,26-09-2025,14:58:24:143285,2443,4.03
616,26-09-2025,14:58:27:767366,2430,3.99
617,26-09-2025,14:58:30:477285,2444,4.01
618,26-09-2025,14:58:33:520285,2480,4.01
619,26-09-2025,14:58:37:188285,2448,4.07
620,26-09-2025,14:58:40:057284,2447,4
621,26-09-2025,14:58:43:563284,2437,4.01
622,26-09-2025,14:58:46:403285,2480,4.07
623,26-09-2025,14:58:49:280285,2447,4.01
624,26-09-2025,14:58:52:145285,2442,4.01
625,26-09-2025,14:58:54:815285,2480,4.11
626,26-09-2025,14:58:57:473285,2445,4.02
627,26-09-2025,14:59:00:340285,2439,4.01
628,26-09-2025,14:59:03:613285,2446,4.03
629,26-09-2025,14:59:06:689285,2443,4.02
630,26-09-2025,14:59:09:758284,2442,4.01
631,26-09-2025,14:59:12:625284,2443,4
632,26-09-2025,14:59:15:698290,2439,4.12
633,26-09-2025,14:59:18:985284,2448,4.02
634,26-09-2025,14:59:22:254285,2442,4.03
635,26-09-2025,14:59:25:725284,2480,4
636,26-09-2025,14:59:28:597285,2436,3.99
637,26-09-2025,14:59:32:090285,2445,4
638,26-09-2025,14:59:35:360285,2441,4
639,26-09-2025,14:59:38:226284,2444,4.01
640,26-09-2025,14:59:41:708285,2447,4.01
641,26-09-2025,14:59:45:394284,2437,4.02
642,26-09-2025,14:59:48:269285,2439,4.01
643,26-09-2025,14:59:50:921285,2435,4.04
644,26-09-2025,14:59:55:024321,2427,4.18
645,26-09-2025,14:59:58:092284,2445,4.01
646,26-09-2025,15:00:00:750285,2475,3.98
647,26-09-2025,15:00:03:826285,2433,4.01
648,26-09-2025,15:00:06:693284,2435,4.01
649,26-09-2025,15:00:13:064281,2483,4.02
650,26-09-2025,15:00:16:834284,2471,4.01
651,26-09-2025,15:00:19:900285,2439,4.01
652,26-09-2025,15:00:22:782285,2474,4.01
653,26-09-2025,15:00:26:246285,2442,4.02
654,26-09-2025,15:00:30:144285,2480,4.12
655,26-09-2025,15:00:34:035285,2437,4.02
656,26-09-2025,15:00:37:716285,2445,4.01
657,26-09-2025,15:00:41:000285,2441,4.01
658,26-09-2025,15:00:43:858285,2435,4.01
659,26-09-2025,15:00:46:973285,2435,4.03
660,26-09-2025,15:00:50:210284,2435,4.02
661,26-09-2025,15:00:53:077284,2435,4.02
662,26-09-2025,15:00:56:762285,2446,3.98
663,26-09-2025,15:01:00:464285,2436,4.02
664,26-09-2025,15:01:03:113285,2436,4
665,26-09-2025,15:01:06:835284,2433,4
666,26-09-2025,15:01:10:488285,2438,4.08
667,26-09-2025,15:01:13:352284,2476,4.01
668,26-09-2025,15:01:16:425285,2436,4.03
669,26-09-2025,15:01:20:112285,2435,4.03
670,26-09-2025,15:01:24:821284,2434,4.04
671,26-09-2025,15:01:28:098285,2435,4.02
672,26-09-2025,15:01:31:168285,2432,4.03
673,26-09-2025,15:01:34:864285,2478,4.01
674,26-09-2025,15:01:39:220284,2434,4.16
675,26-09-2025,15:01:42:439285,2477,4.04
676,26-09-2025,15:01:45:916285,2474,4.02
677,26-09-2025,15:01:49:196285,2432,4.03
678,26-09-2025,15:01:52:271285,2478,4.01
679,26-09-2025,15:01:55:342284,2436,4.01
680,26-09-2025,15:01:59:026284,2441,4.1
681,26-09-2025,15:02:01:896285,2432,3.99
682,26-09-2025,15:02:06:606285,2474,3.99
683,26-09-2025,15:02:09:683284,2435,4.03
684,26-09-2025,15:02:13:772285,2436,4.05
685,26-09-2025,15:02:17:044284,2473,4.03
686,26-09-2025,15:02:20:119285,2432,3.99
687,26-09-2025,15:02:23:410285,2435,4.06
688,26-09-2025,15:02:26:670285,2432,4.04
689,26-09-2025,15:02:30:355285,2435,4.01
690,26-09-2025,15:02:34:042285,2477,4.02
691,26-09-2025,15:02:38:143285,2471,4.03
692,26-09-2025,15:02:41:421284,2471,4.03
693,26-09-2025,15:02:44:499404,2422,3.98
694,26-09-2025,15:02:47:775285,2432,4.03
695,26-09-2025,15:02:51:245285,2479,4
696,26-09-2025,15:02:54:527285,2436,4.01
697,26-09-2025,15:02:57:597285,2430,4.02
698,26-09-2025,15:03:01:896286,2474,4.02
699,26-09-2025,15:03:07:219285,2427,4.03
700,26-09-2025,15:03:10:705285,2434,4
701,26-09-2025,15:03:14:391285,2473,4.09
702,26-09-2025,15:03:17:461285,2431,4.01
703,26-09-2025,15:03:20:334285,2433,4.01
704,26-09-2025,15:03:23:199285,2465,4.03
705,26-09-2025,15:03:26:472284,2468,4.04
706,26-09-2025,15:03:29:541285,2474,4.02
707,26-09-2025,15:03:32:627284,2430,4.02
708,26-09-2025,15:03:37:835285,2436,4.03
709,26-09-2025,15:03:41:462284,2435,4.06
710,26-09-2025,15:03:44:927285,2427,4
711,26-09-2025,15:03:48:207285,2467,4.02
712,26-09-2025,15:03:52:078284,2432,4.01
713,26-09-2025,15:03:55:557284,2432,4.06
714,26-09-2025,15:03:58:847285,2427,4.03
715,26-09-2025,15:04:01:693285,2470,4.12
716,26-09-2025,15:04:04:560338,2433,4.03
717,26-09-2025,15:04:07:647285,2435,4.01
718,26-09-2025,15:04:11:524285,2475,4.06
719,26-09-2025,15:04:16:060285,2430,4
720,26-09-2025,15:04:19:317285,2426,4.02
721,26-09-2025,15:04:22:797285,2467,4.12
722,26-09-2025,15:04:26:699285,2437,4.01
723,26-09-2025,15:04:30:163285,2431,4.02
724,26-09-2025,15:04:34:059284,2475,4.03
725,26-09-2025,15:04:37:132285,2469,4
726,26-09-2025,15:04:40:819285,2433,4.03
727,26-09-2025,15:04:44:296285,2433,4.01
728,26-09-2025,15:04:47:374284,2433,4.01
729,26-09-2025,15:04:50:643285,2474,4.02
730,26-09-2025,15:04:54:131285,2428,4
731,26-09-2025,15:04:56:992285,2426,4
732,26-09-2025,15:05:00:278284,2428,4.02
733,26-09-2025,15:05:03:136374,2431,4.01
734,26-09-2025,15:05:06:833285,2469,4.02
735,26-09-2025,15:05:10:098285,2471,4.01
736,26-09-2025,15:05:13:436283,2431,4.03
737,26-09-2025,15:05:16:458285,2433,3.99
738,26-09-2025,15:05:19:724285,2426,4
739,26-09-2025,15:05:22:597285,2432,4.01
740,26-09-2025,15:05:26:075284,2429,4
741,26-09-2025,15:05:29:351290,2435,4.02
742,26-09-2025,15:05:33:244285,2463,4
743,26-09-2025,15:05:37:338285,2429,4
744,26-09-2025,15:05:40:611285,2465,4.06
745,26-09-2025,15:05:44:094285,2478,4.02
746,26-09-2025,15:05:48:602285,2435,4
747,26-09-2025,15:05:51:682285,2470,4.01
748,26-09-2025,15:05:54:547285,2430,4.05
749,26-09-2025,15:05:58:028285,2466,4.01
750,26-09-2025,15:06:02:122284,2475,4.07
751,26-09-2025,15:06:05:194285,2467,3.98
752,26-09-2025,15:06:08:672284,2466,4.03
753,26-09-2025,15:06:12:154285,2432,4.01
754,26-09-2025,15:06:15:443285,2465,4.02
755,26-09-2025,15:06:18:920285,2467,4.05
756,26-09-2025,15:06:21:780285,2430,4.04
757,26-09-2025,15:06:24:848285,2480,4.01
758,26-09-2025,15:06:27:512285,2431,4.01
759,26-09-2025,15:06:30:999285,2468,4.01
760,26-09-2025,15:06:34:688284,2467,4
761,26-09-2025,15:06:37:756324,2418,3.99
762,26-09-2025,15:06:41:033285,2473,4.01
763,26-09-2025,15:06:44:924285,2470,4.01
764,26-09-2025,15:06:47:994284,2430,4.02
765,26-09-2025,15:06:51:479285,2469,4.02
766,26-09-2025,15:06:54:770284,2469,4.01
767,26-09-2025,15:06:58:037285,2471,4.03
768,26-09-2025,15:07:01:507285,2427,4.04
769,26-09-2025,15:07:04:381285,2432,4.01
770,26-09-2025,15:07:07:654285,2427,4.04
771,26-09-2025,15:07:10:744285,2471,4.04
772,26-09-2025,15:07:13:596285,2422,4.04
773,26-09-2025,15:07:17:279285,2473,4.04
774,26-09-2025,15:07:20:249284,2428,4.03
775,26-09-2025,15:07:23:236285,2467,4
776,26-09-2025,15:07:26:105285,2432,4.05
777,26-09-2025,15:07:29:367285,2426,4.03
778,26-09-2025,15:07:34:071285,2427,4.02
779,26-09-2025,15:07:37:359285,2463,4.11
780,26-09-2025,15:07:40:424285,2429,4
781,26-09-2025,15:07:43:497285,2429,4.01
782,26-09-2025,15:07:46:988284,2430,4.01
783,26-09-2025,15:07:50:465285,2471,4.09
784,26-09-2025,15:07:53:937285,2430,4.02
785,26-09-2025,15:07:57:421284,2463,4.01
786,26-09-2025,15:08:00:697284,2430,4.03
787,26-09-2025,15:08:03:977285,2432,4.01
788,26-09-2025,15:08:07:046285,2430,4.01
789,26-09-2025,15:08:12:208284,2427,4.07
790,26-09-2025,15:08:17:287285,2432,4
791,26-09-2025,15:08:19:954284,2431,4.07
792,26-09-2025,15:08:23:021396,2422,3.99
793,26-09-2025,15:08:26:312285,2431,4.02
794,26-09-2025,15:08:29:577285,2430,4
795,26-09-2025,15:08:33:262285,2425,4.01
796,26-09-2025,15:08:36:745285,2432,4.01
797,26-09-2025,15:08:40:035285,2427,4.12
798,26-09-2025,15:08:43:297285,2422,4.03
799,26-09-2025,15:08:46:471284,2426,4.17
800,26-09-2025,15:08:49:645284,2431,4.02
801,26-09-2025,15:08:52:519285,2429,4.02
802,26-09-2025,15:08:55:178285,2422,4.01
803,26-09-2025,15:08:58:051285,2425,4.01
804,26-09-2025,15:09:01:573285,2433,4.06
805,26-09-2025,15:09:04:638284,2425,4
806,26-09-2025,15:09:08:287285,2426,4.03
807,26-09-2025,15:09:11:153285,2427,4.01
808,26-09-2025,15:09:14:013285,2466,4.03
809,26-09-2025,15:09:17:087285,2429,4.01
810,26-09-2025,15:09:19:961284,2467,4.03
811,26-09-2025,15:09:22:836393,2425,4.02
812,26-09-2025,15:09:26:521285,2425,4.01
813,26-09-2025,15:09:29:691285,2431,4
814,26-09-2025,15:09:32:858284,2429,4.03
815,26-09-2025,15:09:36:139285,2429,4.01
816,26-09-2025,15:09:39:820285,2428,4
817,26-09-2025,15:09:43:718285,2427,4.01
818,26-09-2025,15:09:48:262285,2428,4.13
819,26-09-2025,15:09:51:529285,2430,4.01
820,26-09-2025,15:09:55:186285,2432,4
821,26-09-2025,15:09:58:666284,2432,3.99
822,26-09-2025,15:10:01:735285,2427,4.02
823,26-09-2025,15:10:05:212285,2430,4.02
824,26-09-2025,15:10:07:982285,2461,4.02
825,26-09-2025,15:10:11:565284,2467,4.03
826,26-09-2025,15:10:14:434285,2461,4.01
827,26-09-2025,15:10:18:962285,2428,4.04
828,26-09-2025,15:10:22:518284,2471,4.04
829,26-09-2025,15:10:26:926285,2429,4.01
830,26-09-2025,15:10:30:411284,2464,4.04
831,26-09-2025,15:10:33:892285,2430,4.03
832,26-09-2025,15:10:37:776285,2430,4.02
833,26-09-2025,15:10:41:058370,2393,4
834,26-09-2025,15:10:44:546285,2428,4.02
835,26-09-2025,15:10:47:828285,2427,4.01
836,26-09-2025,15:10:50:900285,2470,4.03
837,26-09-2025,15:10:54:166284,2426,4.03
838,26-09-2025,15:10:57:237284,2464,4
839,26-09-2025,15:11:00:519285,2425,4.12
840,26-09-2025,15:11:03:378285,2466,4.12
841,26-09-2025,15:11:06:867285,2431,4.01
842,26-09-2025,15:11:09:750284,2432,4.02
843,26-09-2025,15:11:13:008285,2424,4.02
844,26-09-2025,15:11:16:284285,2421,4.06
845,26-09-2025,15:11:19:771285,2431,4.02
846,26-09-2025,15:11:23:876285,2423,4.06
847,26-09-2025,15:11:26:740285,2422,4.01
848,26-09-2025,15:11:30:211284,2473,4.02
849,26-09-2025,15:11:34:714284,2464,4
850,26-09-2025,15:11:37:805285,2427,4.18
851,26-09-2025,15:11:42:497285,2465,3.99
852,26-09-2025,15:11:45:567284,2461,4.01
853,26-09-2025,15:11:48:849285,2426,4.05
854,26-09-2025,15:11:52:327285,2465,4.03
855,26-09-2025,15:11:55:219285,2462,4.03
856,26-09-2025,15:11:58:775285,2427,4
857,26-09-2025,15:12:01:541285,2463,4
858,26-09-2025,15:12:04:831285,2432,4.05
859,26-09-2025,15:12:08:092285,2462,4.01
860,26-09-2025,15:12:11:177285,2427,4.03
861,26-09-2025,15:12:14:033291,2423,4.01
862,26-09-2025,15:12:17:311285,2463,4.04
863,26-09-2025,15:12:21:415285,2431,4.02
864,26-09-2025,15:12:24:282284,2462,4.01
865,26-09-2025,15:12:27:141285,2457,4.03
866,26-09-2025,15:12:30:239285,2422,4
867,26-09-2025,15:12:33:697285,2464,4.01
868,26-09-2025,15:12:36:563285,2426,4.12
869,26-09-2025,15:12:39:635285,2462,4.01
870,26-09-2025,15:12:42:707293,2421,4
871,26-09-2025,15:12:45:793285,2459,4
872,26-09-2025,15:12:49:262284,2460,3.99
873,26-09-2025,15:12:52:741285,2459,4.01
874,26-09-2025,15:12:55:813284,2465,4.05
875,26-09-2025,15:12:58:889285,2418,4.12
876,26-09-2025,15:13:02:367285,2422,4.01
877,26-09-2025,15:13:05:645284,2425,4.03
878,26-09-2025,15:13:08:926285,2416,3.96
879,26-09-2025,15:13:12:412285,2421,4.07
880,26-09-2025,15:13:15:489285,2422,4.04
881,26-09-2025,15:13:18:343285,2419,4.02
882,26-09-2025,15:13:21:617284,2423,4.01
883,26-09-2025,15:13:25:506285,2423,4
884,26-09-2025,15:13:28:174285,2421,4.03
885,26-09-2025,15:13:31:862284,2421,4.03
886,26-09-2025,15:13:34:935285,2457,4.08
887,26-09-2025,15:13:38:625285,2421,4.02
888,26-09-2025,15:13:41:480285,2426,4.02
889,26-09-2025,15:13:45:581285,2466,4.01
890,26-09-2025,15:13:48:453285,2416,4.02
891,26-09-2025,15:13:51:313285,2463,4.03
892,26-09-2025,15:13:54:194284,2455,4.05
893,26-09-2025,15:13:57:462285,2415,4.01
894,26-09-2025,15:14:00:536285,2414,4.03
895,26-09-2025,15:14:03:818285,2455,4.17
896,26-09-2025,15:14:06:470285,2423,4.01
897,26-09-2025,15:14:09:368285,2418,4.04
898,26-09-2025,15:14:19:006281,2422,4.09
899,26-09-2025,15:14:23:688285,2460,4.02
900,26-09-2025,15:14:26:948284,2423,4.06
901,26-09-2025,15:14:30:043285,2417,4.02
902,26-09-2025,15:14:33:330285,2419,4.01
903,26-09-2025,15:14:36:576285,2418,4.02
904,26-09-2025,15:14:40:086407,2458,4.02
905,26-09-2025,15:14:43:754284,2426,4.06
906,26-09-2025,15:14:46:816285,2417,4.03
907,26-09-2025,15:14:49:903285,2416,3.99
908,26-09-2025,15:14:52:759401,2422,4.03
909,26-09-2025,15:14:56:046285,2418,3.99
910,26-09-2025,15:14:59:512285,2416,3.99
911,26-09-2025,15:15:02:827284,2417,4.04
912,26-09-2025,15:15:06:680284,2422,4.04
913,26-09-2025,15:15:10:159285,2426,4.04
914,26-09-2025,15:15:13:644285,2418,4.07
915,26-09-2025,15:15:16:932285,2463,4
916,26-09-2025,15:15:20:003284,2419,4.03
917,26-09-2025,15:15:23:884284,2417,4
918,26-09-2025,15:15:27:166285,2417,4
919,26-09-2025,15:15:30:237285,2459,4.01
920,26-09-2025,15:15:33:513285,2418,3.98
921,26-09-2025,15:15:36:590285,2423,4.03
922,26-09-2025,15:15:40:492284,2417,3.99
923,26-09-2025,15:15:43:337283,2419,4.02
924,26-09-2025,15:15:46:028285,2462,4.03
925,26-09-2025,15:15:48:880312,2407,4.05
926,26-09-2025,15:15:51:745285,2419,4.01
927,26-09-2025,15:15:55:016285,2416,4.08
928,26-09-2025,15:15:58:499285,2461,4.01
929,26-09-2025,15:16:01:977285,2418,3.99
930,26-09-2025,15:16:05:488467,2407,4.05
931,26-09-2025,15:16:09:141285,2453,4
932,26-09-2025,15:16:12:217285,2416,4.02
933,26-09-2025,15:16:16:020284,2458,4.03
934,26-09-2025,15:16:19:186285,2459,4.02
935,26-09-2025,15:16:22:052285,2419,4.02
936,26-09-2025,15:16:25:321285,2421,4.03
937,26-09-2025,15:16:28:803285,2421,4.01
938,26-09-2025,15:16:32:091286,2419,4.01
939,26-09-2025,15:16:36:203285,2416,4.01
940,26-09-2025,15:16:39:875285,2459,4.03
941,26-09-2025,15:16:42:945285,2417,3.94
942,26-09-2025,15:16:46:230285,2458,4.01
943,26-09-2025,15:16:50:527285,2415,3.98
944,26-09-2025,15:16:53:181284,2451,4.01
945,26-09-2025,15:16:55:839285,2418,4.01
946,26-09-2025,15:16:58:911285,2417,4.01
947,26-09-2025,15:17:01:987285,2416,3.98
948,26-09-2025,15:17:05:071285,2457,4.12
949,26-09-2025,15:14:12:619285,2416,4.02
950,26-09-2025,15:17:07:931285,2417,3.99
951,26-09-2025,15:17:10:790285,2453,4.01
952,26-09-2025,15:17:14:296312,2409,4.03
953,26-09-2025,15:17:17:768284,2419,4.03
954,26-09-2025,15:17:21:102283,2416,4.02
955,26-09-2025,15:17:24:515285,2419,4.12
956,26-09-2025,15:17:27:789285,2422,4.04
957,26-09-2025,15:17:30:655285,2421,4.01
958,26-09-2025,15:17:34:756285,2413,4.01
959,26-09-2025,15:17:37:624285,2416,4.09
960,26-09-2025,15:17:41:106285,2452,4.02
961,26-09-2025,15:17:43:972285,2414,4.03
962,26-09-2025,15:17:47:247284,2457,4.06
963,26-09-2025,15:17:50:523285,2453,4.01
964,26-09-2025,15:17:53:814285,2413,4.05
965,26-09-2025,15:17:56:875285,2457,4.02
966,26-09-2025,15:17:59:960285,2454,4.02
967,26-09-2025,15:18:03:216284,2454,4.03
968,26-09-2025,15:18:06:083285,2412,3.99
969,26-09-2025,15:18:09:578285,2458,4
970,26-09-2025,15:18:13:470285,2419,4.02
971,26-09-2025,15:18:16:748285,2413,4.02
972,26-09-2025,15:18:21:256285,2418,4.02
973,26-09-2025,15:18:24:732312,2416,4
974,26-09-2025,15:18:28:626286,2417,3.99
975,26-09-2025,15:18:32:114286,2454,4.06
976,26-09-2025,15:18:37:754284,2416,4.03
977,26-09-2025,15:18:41:783286,2434,3.98
978,26-09-2025,15:18:45:414286,2443,4.01
979,26-09-2025,15:18:49:302286,2455,4
980,26-09-2025,15:18:53:190286,2462,4.01
981,26-09-2025,15:18:57:490287,2461,4.02
982,26-09-2025,15:19:01:384286,2416,4.01
983,26-09-2025,15:19:04:659286,2453,4.01
984,26-09-2025,15:19:09:152286,2458,3.99
985,26-09-2025,15:19:12:651286,2450,4.02
986,26-09-2025,15:19:16:758286,2450,3.98
987,26-09-2025,15:19:21:660286,2453,4.01
988,26-09-2025,15:19:26:371286,2462,4.04
989,26-09-2025,15:19:30:060286,2458,4.03
990,26-09-2025,15:19:34:354286,2450,4.03
991,26-09-2025,15:19:38:046286,2454,4.15
992,26-09-2025,15:19:41:727286,2453,4.02
993,26-09-2025,15:19:45:624286,2454,3.99
994,26-09-2025,15:19:48:900285,2459,4.01
995,26-09-2025,15:19:54:024286,2458,4.03
996,26-09-2025,15:19:58:524286,2453,4.03
997,26-09-2025,15:20:02:205286,2449,4.01
998,26-09-2025,15:20:06:616286,2449,4.04
999,26-09-2025,15:20:11:029286,2416,4.04
1000,26-09-2025,15:20:14:914286,2448,4.01
1001,26-09-2025,15:20:18:594286,2415,4.01
1002,26-09-2025,15:20:22:483286,2454,4.04
1003,26-09-2025,15:20:26:782286,2455,4.11
1004,26-09-2025,15:20:31:496286,2459,4.03
1005,26-09-2025,15:20:37:639286,2453,4.05
1006,26-09-2025,15:20:41:737286,2448,4.01
1007,26-09-2025,15:20:45:222286,2411,3.99
1008,26-09-2025,15:20:49:725286,2450,4
1009,26-09-2025,15:20:53:413285,2449,4.03
1010,26-09-2025,15:20:57:297286,2448,4
1011,26-09-2025,15:21:00:783286,2451,4.01
1012,26-09-2025,15:21:04:881286,2453,4.02
1013,26-09-2025,15:21:08:668286,2448,4.01
1014,26-09-2025,15:21:12:663286,2449,4.06
1015,26-09-2025,15:21:16:759286,2449,4.02
1016,26-09-2025,15:21:21:078285,2448,4
1017,26-09-2025,15:21:24:741286,2451,4.12
1018,26-09-2025,15:21:28:631286,2414,4.12
1019,26-09-2025,15:21:32:941286,2451,4.18
1020,26-09-2025,15:21:38:263286,2456,4.16
1021,26-09-2025,15:21:43:177286,2451,4.18
1022,26-09-2025,15:21:49:119286,2448,4.17
1023,26-09-2025,15:21:53:414286,2449,4.18
1024,26-09-2025,15:21:57:702286,2448,4.17
1025,26-09-2025,15:22:02:013287,2452,4.18
1026,26-09-2025,15:22:13:723281,2412,4.17
1027,26-09-2025,15:22:07:151286,2454,4.18
1028,26-09-2025,15:22:19:629286,2449,4.11
1029,26-09-2025,15:22:24:139285,2406,4.04
1030,26-09-2025,15:22:28:440286,2411,4.07
1031,26-09-2025,15:22:33:349286,2454,4.07
1032,26-09-2025,15:22:37:442286,2416,4.06
1033,26-09-2025,15:22:40:721286,2415,4.06
1034,26-09-2025,15:22:44:621286,2451,4.07
1035,26-09-2025,15:22:48:609286,2455,4.05
1036,26-09-2025,15:22:52:602285,2451,4.06
1037,26-09-2025,15:22:56:903287,2445,4.06
1038,26-09-2025,15:23:00:897286,2450,4.02
1039,26-09-2025,15:23:05:295286,2412,4.06
1040,26-09-2025,15:23:08:777286,2447,4.06
1041,26-09-2025,15:23:12:674286,2450,4.06
1042,26-09-2025,15:23:16:771286,2413,4.06
1043,26-09-2025,15:23:20:256286,2451,4.01
1044,26-09-2025,15:23:23:933286,2448,4.06
1045,26-09-2025,15:23:27:007285,2409,4.01
1046,26-09-2025,15:23:30:712285,2453,4.02
1047,26-09-2025,15:23:33:778285,2415,4.2
1048,26-09-2025,15:23:36:847285,2410,4.03
1049,26-09-2025,15:23:40:321285,2448,4.01
1050,26-09-2025,15:23:43:804285,2411,4.03
1051,26-09-2025,15:23:46:870285,2450,4.1
1052,26-09-2025,15:23:50:355285,2411,4.01
1053,26-09-2025,15:23:53:434285,2409,4.03
1054,26-09-2025,15:23:56:511285,2413,4.09
1055,26-09-2025,15:23:59:781285,2413,4.01
1056,26-09-2025,15:24:03:269284,2404,4.06
1057,26-09-2025,15:24:06:146285,2405,4.06
1058,26-09-2025,15:24:09:607285,2403,4.08
1059,26-09-2025,15:24:12:476284,2411,4.07
1060,26-09-2025,15:24:15:755285,2448,4.07
1061,26-09-2025,15:24:19:271409,2405,4.07
1062,26-09-2025,15:24:22:727285,2403,4.03
1063,26-09-2025,15:24:26:605284,2416,4.03
1064,26-09-2025,15:24:30:500285,2410,4.02
1065,26-09-2025,15:24:33:990285,2410,4.06
1066,26-09-2025,15:24:37:259285,2406,4.02
1067,26-09-2025,15:24:40:840285,2406,4.04
1068,26-09-2025,15:24:43:812285,2404,4.19
1069,26-09-2025,15:24:46:696285,2405,4.03
1070,26-09-2025,15:24:50:766285,2408,4.08
1071,26-09-2025,15:24:54:062285,2411,4.1
1072,26-09-2025,15:24:57:735285,2410,4.08
1073,26-09-2025,15:25:01:228285,2452,4.06
1074,26-09-2025,15:25:04:286285,2448,4.05
1075,26-09-2025,15:25:07:152285,2447,4.03
1076,26-09-2025,15:25:10:462285,2405,4.03
1077,26-09-2025,15:25:13:300285,2448,3.97
1078,26-09-2025,15:25:16:586284,2448,4.06
1079,26-09-2025,15:25:20:076285,2446,4.04
1080,26-09-2025,15:25:23:553285,2414,4.02
1081,26-09-2025,15:25:26:824285,2410,4.1
1082,26-09-2025,15:25:29:687285,2414,4.03
1083,26-09-2025,15:25:32:764285,2448,4.03
1084,26-09-2025,15:25:35:630285,2447,4.06
1085,26-09-2025,15:25:38:906285,2391,4.03
1086,26-09-2025,15:25:42:386285,2409,4.01
1087,26-09-2025,15:25:45:661284,2447,4.03
1088,26-09-2025,15:25:48:541285,2403,4.01
1089,26-09-2025,15:25:51:808285,2445,4.17
1090,26-09-2025,15:25:54:665285,2413,4.04
1091,26-09-2025,15:25:58:152285,2445,4.09
1092,26-09-2025,15:26:01:224285,2450,4.06
1093,26-09-2025,15:26:04:706285,2414,4.02
1094,26-09-2025,15:26:10:969282,2448,4
1095,26-09-2025,15:26:13:924285,2410,4.07
1096,26-09-2025,15:26:17:199284,2405,4.02
1097,26-09-2025,15:26:20:879285,2414,4
1098,26-09-2025,15:26:23:955285,2403,3.93
1099,26-09-2025,15:26:30:506285,2409,4.01
1100,26-09-2025,15:26:33:896290,2407,3.99
1101,26-09-2025,15:26:39:111285,2410,4.04
1102,26-09-2025,15:26:42:179285,2443,4.02
1103,26-09-2025,15:26:45:664285,2449,4.04
1104,26-09-2025,15:26:48:425285,2403,4.03
1105,26-09-2025,15:26:51:805285,2403,4
1106,26-09-2025,15:26:55:490285,2450,4.12
1107,26-09-2025,15:26:58:359285,2448,4.05
1108,26-09-2025,15:27:03:685345,2411,4.01
1109,26-09-2025,15:27:06:965295,2399,4.04
1110,26-09-2025,15:27:10:033285,2406,4.16
1111,26-09-2025,15:27:13:729284,2448,4.01
1112,26-09-2025,15:27:16:792285,2406,4.01
1113,26-09-2025,15:27:20:065328,2407,3.96
1114,26-09-2025,15:27:23:147284,2447,4.03
1115,26-09-2025,15:27:26:211285,2407,4.05
