SNO,Date,Time,SGP40,Voltage_V
1546,25-09-2025,11:18:30:784626,31656,2.66
1547,25-09-2025,11:18:31:870646,31656,2.67
1548,25-09-2025,11:18:32:958623,31662,2.66
1549,25-09-2025,11:18:34:044644,31665,2.66
1550,25-09-2025,11:18:35:130625,31668,2.66
1551,25-09-2025,11:18:36:216646,31675,2.67
1552,25-09-2025,11:18:37:302624,31671,2.67
1553,25-09-2025,11:18:38:388626,31671,2.67
1554,25-09-2025,11:18:39:474646,31668,2.67
1555,25-09-2025,11:18:40:560623,31672,2.66
1556,25-09-2025,11:18:41:648643,31675,2.67
1557,25-09-2025,11:18:42:734626,31673,2.67
1558,25-09-2025,11:18:43:820646,31673,2.67
1559,25-09-2025,11:18:44:906624,31678,2.66
1560,25-09-2025,11:18:45:992642,31675,2.66
1561,25-09-2025,11:18:47:078626,31676,2.66
1562,25-09-2025,11:18:48:164646,31676,2.68
1563,25-09-2025,11:18:49:250624,31678,2.67
1564,25-09-2025,11:18:50:336626,31678,2.66
1565,25-09-2025,11:18:51:424646,31682,2.67
1566,25-09-2025,11:18:52:510624,31683,2.65
1567,25-09-2025,11:18:53:596644,31685,2.67
1568,25-09-2025,11:18:54:682626,31682,2.67
1569,25-09-2025,11:18:55:768646,31682,2.66
1570,25-09-2025,11:18:56:854622,31683,2.66
1571,25-09-2025,11:18:57:940644,31682,2.66
1572,25-09-2025,11:18:59:026626,31678,2.66
1573,25-09-2025,11:19:00:120626,31681,2.66
1574,25-09-2025,11:19:01:206640,31685,2.66
1575,25-09-2025,11:19:02:294626,31687,2.67
1576,25-09-2025,11:19:03:380646,31685,2.66
1577,25-09-2025,11:19:04:466623,31683,2.67
1578,25-09-2025,11:19:05:552644,31683,2.67
1579,25-09-2025,11:19:06:638626,31685,2.67
1580,25-09-2025,11:19:07:724645,31687,2.66
1581,25-09-2025,11:19:08:810623,31681,2.66
1582,25-09-2025,11:19:09:898644,31681,2.67
1583,25-09-2025,11:19:10:985626,31683,2.67
1584,25-09-2025,11:19:12:071623,31687,2.67
1585,25-09-2025,11:19:13:157644,31688,2.67
1586,25-09-2025,11:19:14:243626,31690,2.68
1587,25-09-2025,11:19:15:329646,31692,2.67
1588,25-09-2025,11:19:16:415623,31694,2.66
1589,25-09-2025,11:19:17:501644,31692,2.67
1590,25-09-2025,11:19:18:591625,31691,2.66
1591,25-09-2025,11:19:19:677645,31692,2.67
1592,25-09-2025,11:19:20:763622,31693,2.66
1593,25-09-2025,11:19:21:850116,31696,2.66
1594,25-09-2025,11:19:22:936661,31696,2.67
1595,25-09-2025,11:19:24:022625,31690,2.67
1596,25-09-2025,11:19:25:108645,31688,2.67
1597,25-09-2025,11:19:26:194622,31685,2.66
1598,25-09-2025,11:19:27:282642,31682,2.66
1599,25-09-2025,11:19:28:368625,31688,2.68
1600,25-09-2025,11:19:29:454645,31687,2.66
1601,25-09-2025,11:19:30:540623,31683,2.68
1602,25-09-2025,11:19:31:626644,31683,2.68
1603,25-09-2025,11:19:32:712626,31681,2.66
1604,25-09-2025,11:19:33:798623,31681,2.66
1605,25-09-2025,11:19:34:884643,31673,2.66
1606,25-09-2025,11:19:35:970626,31664,2.66
1607,25-09-2025,11:19:37:058646,31659,2.67
1608,25-09-2025,11:19:38:144624,31659,2.66
1609,25-09-2025,11:19:39:230644,31662,2.66
1610,25-09-2025,11:19:40:316625,31659,2.67
1611,25-09-2025,11:19:41:402646,31665,2.66
1612,25-09-2025,11:19:42:488623,31664,2.67
1613,25-09-2025,11:19:43:574659,31664,2.67
1614,25-09-2025,11:19:44:660625,31670,2.66
1615,25-09-2025,11:19:45:748626,31670,2.67
1616,25-09-2025,11:19:46:834646,31667,2.67
1617,25-09-2025,11:19:47:920623,31666,2.66
1618,25-09-2025,11:19:49:006644,31666,2.67
1619,25-09-2025,11:19:50:092626,31668,2.66
1620,25-09-2025,11:19:51:178645,31668,2.67
1621,25-09-2025,11:19:52:264623,31672,2.66
1622,25-09-2025,11:19:53:350643,31671,2.66
1623,25-09-2025,11:19:54:436626,31670,2.66
1624,25-09-2025,11:19:55:524623,31672,2.67
1625,25-09-2025,11:19:56:610643,31668,2.67
1626,25-09-2025,11:19:57:696626,31666,2.67
1627,25-09-2025,11:19:58:782646,31666,2.66
1628,25-09-2025,11:19:59:868623,31671,2.67
1629,25-09-2025,11:20:00:954644,31671,2.66
1630,25-09-2025,11:20:02:040625,31678,2.66
1631,25-09-2025,11:20:03:126646,31678,2.67
1632,25-09-2025,11:20:04:214623,31681,2.67
1633,25-09-2025,11:20:05:300644,31678,2.67
1634,25-09-2025,11:20:06:386626,31676,2.66
1635,25-09-2025,11:20:07:472623,31670,2.68
1636,25-09-2025,11:20:08:558644,31666,2.67
1637,25-09-2025,11:20:09:644626,31666,2.66
1638,25-09-2025,11:20:10:730646,31671,2.67
1639,25-09-2025,11:20:11:816624,31671,2.66
1640,25-09-2025,11:20:12:904642,31675,2.66
1641,25-09-2025,11:20:13:990626,31672,2.66
1642,25-09-2025,11:20:15:076646,31671,2.66
1643,25-09-2025,11:20:16:162623,31673,2.66
1644,25-09-2025,11:20:17:248626,31672,2.66
1645,25-09-2025,11:20:18:334646,31672,2.67
1646,25-09-2025,11:20:19:420624,31675,2.66
1647,25-09-2025,11:20:20:506643,31677,2.66
1648,25-09-2025,11:20:21:592626,31680,2.67
1649,25-09-2025,11:20:22:680646,31680,2.67
1650,25-09-2025,11:20:23:766622,31680,2.67
1651,25-09-2025,11:20:24:852644,31683,2.67
1652,25-09-2025,11:20:25:938626,31688,2.67
1653,25-09-2025,11:20:27:024646,31690,2.65
1654,25-09-2025,11:20:28:110624,31685,2.67
1655,25-09-2025,11:20:29:196626,31685,2.67
1656,25-09-2025,11:20:30:282646,31682,2.66
1657,25-09-2025,11:20:31:370623,31677,2.67
1658,25-09-2025,11:20:32:456644,31672,2.67
1659,25-09-2025,11:20:33:542626,31667,2.66
1660,25-09-2025,11:20:34:628645,31668,2.68
1661,25-09-2025,11:20:35:714624,31667,2.66
1662,25-09-2025,11:20:36:800644,31662,2.67
1663,25-09-2025,11:20:37:886635,31661,2.67
1664,25-09-2025,11:20:38:972624,31666,2.67
1665,25-09-2025,11:20:40:059640,31672,2.66
1666,25-09-2025,11:20:41:148626,31670,2.67
1667,25-09-2025,11:20:42:234646,31673,2.66
1668,25-09-2025,11:20:43:320623,31676,2.67
1669,25-09-2025,11:20:44:406643,31673,2.66
1670,25-09-2025,11:20:45:492625,31676,2.66
1671,25-09-2025,11:20:46:578646,31677,2.66
1672,25-09-2025,11:20:47:664623,31682,2.66
1673,25-09-2025,11:20:48:750644,31681,2.67
1674,25-09-2025,11:20:49:839626,31682,2.67
1675,25-09-2025,11:20:50:925623,31681,2.66
1676,25-09-2025,11:20:52:011643,31682,2.66
1677,25-09-2025,11:20:53:097626,31682,2.66
1678,25-09-2025,11:20:54:183646,31683,2.67
1679,25-09-2025,11:20:55:270623,31678,2.67
1680,25-09-2025,11:20:56:356642,31680,2.67
1681,25-09-2025,11:20:57:442626,31677,2.66
1682,25-09-2025,11:20:58:530646,31677,2.67
1683,25-09-2025,11:20:59:616623,31676,2.67
1684,25-09-2025,11:21:00:702659,31677,2.67
1685,25-09-2025,11:21:01:789625,31675,2.66
1686,25-09-2025,11:21:02:875626,31675,2.67
1687,25-09-2025,11:21:03:961646,31671,2.67
1688,25-09-2025,11:21:05:047623,31668,2.66
1689,25-09-2025,11:21:06:133644,31664,2.67
1690,25-09-2025,11:21:07:219625,31662,2.67
1691,25-09-2025,11:21:08:307645,31664,2.67
1692,25-09-2025,11:21:09:393622,31664,2.66
1693,25-09-2025,11:21:10:479642,31670,2.67
1694,25-09-2025,11:21:11:568625,31668,2.66
1695,25-09-2025,11:21:12:654622,31670,2.66
1696,25-09-2025,11:21:13:740642,31672,2.67
1697,25-09-2025,11:21:14:826625,31675,2.67
1698,25-09-2025,11:21:15:912645,31680,2.66
1699,25-09-2025,11:21:17:000622,31686,2.67
1700,25-09-2025,11:21:18:086642,31688,2.67
1701,25-09-2025,11:21:19:172626,31686,2.66
1702,25-09-2025,11:21:20:258646,31688,2.67
1703,25-09-2025,11:21:21:344623,31686,2.67
1704,25-09-2025,11:21:22:430644,31690,2.66
1705,25-09-2025,11:21:23:516626,31686,2.66
1706,25-09-2025,11:21:24:602624,31690,2.67
1707,25-09-2025,11:21:25:690643,31690,2.67
1708,25-09-2025,11:21:26:776626,31694,2.67
1709,25-09-2025,11:21:27:862646,31694,2.67
1710,25-09-2025,11:21:28:948622,31697,2.66
1711,25-09-2025,11:21:30:034644,31699,2.67
1712,25-09-2025,11:21:31:120626,31696,2.67
1713,25-09-2025,11:21:32:206646,31693,2.67
1714,25-09-2025,11:21:33:292624,31696,2.67
1715,25-09-2025,11:21:34:378626,31693,2.66
1716,25-09-2025,11:21:35:466646,31694,2.67
1717,25-09-2025,11:21:36:552623,31692,2.67
1718,25-09-2025,11:21:37:638643,31692,2.66
1719,25-09-2025,11:21:38:725626,31687,2.67
1720,25-09-2025,11:21:39:811645,31687,2.66
1721,25-09-2025,11:21:40:897623,31682,2.67
1722,25-09-2025,11:21:41:983644,31677,2.67
1723,25-09-2025,11:21:43:070626,31677,2.66
1724,25-09-2025,11:21:44:158646,31681,2.67
1725,25-09-2025,11:21:45:244624,31677,2.67
1726,25-09-2025,11:21:46:330626,31676,2.67
1727,25-09-2025,11:21:47:416646,31677,2.68
1728,25-09-2025,11:21:48:502623,31682,2.66
1729,25-09-2025,11:21:49:588644,31686,2.66
1730,25-09-2025,11:21:50:675625,31691,2.66
1731,25-09-2025,11:21:51:761646,31693,2.67
1732,25-09-2025,11:21:52:847623,31697,2.66
1733,25-09-2025,11:21:53:935644,31696,2.67
1734,25-09-2025,11:21:55:022626,31692,2.67
1735,25-09-2025,11:21:56:108623,31693,2.67
1736,25-09-2025,11:21:57:194644,31696,2.68
1737,25-09-2025,11:21:58:280626,31692,2.66
1738,25-09-2025,11:21:59:366646,31692,2.67
1739,25-09-2025,11:22:00:452623,31697,2.66
1740,25-09-2025,11:22:01:538642,31699,2.66
1741,25-09-2025,11:22:02:627626,31702,2.68
1742,25-09-2025,11:22:03:713646,31701,2.68
1743,25-09-2025,11:22:04:799623,31701,2.66
1744,25-09-2025,11:22:05:885643,31704,2.67
1745,25-09-2025,11:22:06:972626,31704,2.66
1746,25-09-2025,11:22:08:059623,31707,2.67
1747,25-09-2025,11:22:09:145644,31702,2.67
1748,25-09-2025,11:22:10:231626,31704,2.66
1749,25-09-2025,11:22:11:320646,31702,2.66
1750,25-09-2025,11:22:12:406622,31704,2.67
1751,25-09-2025,11:22:13:492644,31706,2.67
1752,25-09-2025,11:22:14:578626,31707,2.68
1753,25-09-2025,11:22:15:664646,31713,2.66
1754,25-09-2025,11:22:16:750623,31716,2.67
1755,25-09-2025,11:22:17:836626,31714,2.66
1756,25-09-2025,11:22:18:923639,31717,2.67
1757,25-09-2025,11:22:20:010626,31711,2.67
1758,25-09-2025,11:22:21:098646,31712,2.67
1759,25-09-2025,11:22:22:184624,31708,2.66
1760,25-09-2025,11:22:23:270662,31716,2.66
1761,25-09-2025,11:22:24:356626,31712,2.67
1762,25-09-2025,11:22:25:442646,31713,2.67
1763,25-09-2025,11:22:26:528623,31716,2.67
1764,25-09-2025,11:22:27:614644,31717,2.67
1765,25-09-2025,11:22:28:700626,31719,2.66
1766,25-09-2025,11:22:29:788623,31719,2.68
1767,25-09-2025,11:22:30:874643,31719,2.67
1768,25-09-2025,11:22:31:960626,31722,2.67
1769,25-09-2025,11:22:33:046646,31721,2.68
1770,25-09-2025,11:22:34:132622,31717,2.67
1771,25-09-2025,11:22:35:218643,31716,2.67
1772,25-09-2025,11:22:36:304626,31714,2.67
1773,25-09-2025,11:22:37:390646,31713,2.66
1774,25-09-2025,11:22:38:476624,31716,2.66
1775,25-09-2025,11:22:39:564659,31717,2.66
1776,25-09-2025,11:22:40:650625,31716,2.66
1777,25-09-2025,11:22:41:736626,31718,2.67
1778,25-09-2025,11:22:42:822646,31716,2.66
1779,25-09-2025,11:22:43:908623,31713,2.66
1780,25-09-2025,11:22:44:994642,31712,2.66
1781,25-09-2025,11:22:46:080626,31709,2.66
1782,25-09-2025,11:22:47:166646,31701,2.66
1783,25-09-2025,11:22:48:254624,31690,2.66
1784,25-09-2025,11:22:49:340644,31686,2.68
1785,25-09-2025,11:22:50:426626,31683,2.66
1786,25-09-2025,11:22:51:512623,31683,2.66
1787,25-09-2025,11:22:52:598644,31686,2.66
1788,25-09-2025,11:22:53:684626,31683,2.66
1789,25-09-2025,11:22:54:770646,31683,2.67
1790,25-09-2025,11:22:55:856622,31681,2.66
1791,25-09-2025,11:22:56:945642,31683,2.67
1792,25-09-2025,11:22:58:031625,31681,2.66
1793,25-09-2025,11:22:59:117645,31685,2.66
1794,25-09-2025,11:23:00:204622,31687,2.66
1795,25-09-2025,11:23:01:290642,31686,2.66
1796,25-09-2025,11:23:02:376625,31688,2.66
1797,25-09-2025,11:23:03:462622,31693,2.67
1798,25-09-2025,11:23:04:548642,31696,2.66
1799,25-09-2025,11:23:05:634625,31701,2.67
1800,25-09-2025,11:23:06:722645,31702,2.66
1801,25-09-2025,11:23:07:808623,31704,2.67
1802,25-09-2025,11:23:08:894643,31707,2.66
1803,25-09-2025,11:23:09:980626,31704,2.67
1804,25-09-2025,11:23:11:066646,31706,2.66
1805,25-09-2025,11:23:12:152623,31703,2.68
1806,25-09-2025,11:23:13:238626,31698,2.67
1807,25-09-2025,11:23:14:324646,31691,2.66
1808,25-09-2025,11:23:15:412623,31693,2.67
1809,25-09-2025,11:23:16:498644,31698,2.67
1810,25-09-2025,11:23:17:584625,31699,2.67
1811,25-09-2025,11:23:18:670646,31701,2.66
1812,25-09-2025,11:23:19:756623,31704,2.67
1813,25-09-2025,11:23:20:844644,31701,2.67
1814,25-09-2025,11:23:21:930626,31701,2.67
1815,25-09-2025,11:23:23:016646,31698,2.67
1816,25-09-2025,11:23:24:102623,31697,2.67
1817,25-09-2025,11:23:25:191626,31699,2.67
1818,25-09-2025,11:23:26:277646,31697,2.67
1819,25-09-2025,11:23:27:363624,31694,2.67
1820,25-09-2025,11:23:28:449642,31690,2.67
1821,25-09-2025,11:23:29:536626,31688,2.68
1822,25-09-2025,11:23:30:622646,31688,2.67
1823,25-09-2025,11:23:31:708623,31688,2.67
1824,25-09-2025,11:23:32:794644,31691,2.67
1825,25-09-2025,11:23:33:883626,31692,2.67
1826,25-09-2025,11:23:34:969623,31697,2.67
1827,25-09-2025,11:23:36:056640,31702,2.67
1828,25-09-2025,11:23:37:142626,31702,2.66
1829,25-09-2025,11:23:38:228646,31706,2.67
1830,25-09-2025,11:23:39:314622,31706,2.66
1831,25-09-2025,11:23:40:400644,31707,2.66
1832,25-09-2025,11:23:41:486626,31709,2.67
1833,25-09-2025,11:23:42:574646,31707,2.66
1834,25-09-2025,11:23:43:660623,31706,2.67
1835,25-09-2025,11:23:44:746643,31708,2.67
1836,25-09-2025,11:23:45:832626,31704,2.68
1837,25-09-2025,11:23:46:918623,31707,2.66
1838,25-09-2025,11:23:48:004644,31712,2.67
1839,25-09-2025,11:23:49:090626,31712,2.67
1840,25-09-2025,11:23:50:176645,31713,2.67
1841,25-09-2025,11:23:51:262624,31713,2.67
1842,25-09-2025,11:23:52:350706,31713,2.67
1843,25-09-2025,11:23:53:437626,31711,2.68
1844,25-09-2025,11:23:54:523646,31711,2.67
1845,25-09-2025,11:23:55:609623,31713,2.67
1846,25-09-2025,11:23:56:695659,31713,2.67
1847,25-09-2025,11:23:57:781625,31714,2.67
1848,25-09-2025,11:23:58:867626,31717,2.67
1849,25-09-2025,11:23:59:953646,31717,2.66
1850,25-09-2025,11:24:01:041622,31708,2.66
1851,25-09-2025,11:24:02:127644,31711,2.66
1852,25-09-2025,11:24:03:213626,31707,2.67
1853,25-09-2025,11:24:04:299646,31706,2.66
1854,25-09-2025,11:24:05:385623,31706,2.67
1855,25-09-2025,11:24:06:471644,31709,2.67
1856,25-09-2025,11:24:07:557626,31709,2.67
1857,25-09-2025,11:24:08:643624,31711,2.67
1858,25-09-2025,11:24:09:729643,31713,2.66
1859,25-09-2025,11:24:10:818626,31714,2.66
1860,25-09-2025,11:24:11:904645,31709,2.66
1861,25-09-2025,11:24:12:990624,31712,2.67
1862,25-09-2025,11:24:14:076644,31714,2.67
1863,25-09-2025,11:24:15:162626,31716,2.67
1864,25-09-2025,11:24:16:248646,31714,2.66
1865,25-09-2025,11:24:17:334623,31713,2.67
1866,25-09-2025,11:24:18:420644,31718,2.67
1867,25-09-2025,11:24:19:508626,31716,2.66
1868,25-09-2025,11:24:20:594623,31713,2.66
1869,25-09-2025,11:24:21:680643,31713,2.67
1870,25-09-2025,11:24:22:766625,31713,2.66
1871,25-09-2025,11:24:23:852646,31716,2.67
1872,25-09-2025,11:24:24:938623,31718,2.66
1873,25-09-2025,11:24:26:024643,31722,2.66
1874,25-09-2025,11:24:27:110626,31719,2.68
1875,25-09-2025,11:24:28:198646,31717,2.68
1876,25-09-2025,11:24:29:284623,31718,2.66
1877,25-09-2025,11:24:30:370626,31718,2.67
1878,25-09-2025,11:24:31:456646,31718,2.67
1879,25-09-2025,11:24:32:542623,31716,2.67
1880,25-09-2025,11:24:33:628642,31716,2.66
1881,25-09-2025,11:24:34:714626,31717,2.66
1882,25-09-2025,11:24:35:800646,31719,2.66
1883,25-09-2025,11:24:36:886623,31717,2.66
1884,25-09-2025,11:24:37:974644,31716,2.67
1885,25-09-2025,11:24:39:060626,31713,2.67
1886,25-09-2025,11:24:40:146646,31709,2.67
1887,25-09-2025,11:24:41:232623,31709,2.67
1888,25-09-2025,11:24:42:318626,31712,2.66
1889,25-09-2025,11:24:43:404646,31717,2.67
1890,25-09-2025,11:24:44:490622,31716,2.67
1891,25-09-2025,11:24:45:576642,31721,2.67
1892,25-09-2025,11:24:46:665625,31723,2.67
1893,25-09-2025,11:24:47:751645,31732,2.66
1894,25-09-2025,11:24:48:837622,31737,2.67
1895,25-09-2025,11:24:49:923642,31742,2.67
1896,25-09-2025,11:24:51:010625,31744,2.66
1897,25-09-2025,11:24:52:096622,31745,2.66
1898,25-09-2025,11:24:53:182642,31745,2.66
1899,25-09-2025,11:24:54:268625,31742,2.67
1900,25-09-2025,11:24:55:354645,31743,2.67
1901,25-09-2025,11:24:56:442622,31738,2.66
1902,25-09-2025,11:24:57:528642,31740,2.67
1903,25-09-2025,11:24:58:614625,31742,2.66
1904,25-09-2025,11:24:59:700645,31740,2.66
1905,25-09-2025,11:25:00:786622,31742,2.67
1906,25-09-2025,11:25:01:872642,31739,2.66
1907,25-09-2025,11:25:02:958625,31737,2.64
1908,25-09-2025,11:25:04:044622,31733,2.68
1909,25-09-2025,11:25:05:132642,31733,2.67
1910,25-09-2025,11:25:06:218625,31730,2.67
1911,25-09-2025,11:25:07:304645,31728,2.67
1912,25-09-2025,11:25:08:390622,31730,2.67
1913,25-09-2025,11:25:09:476642,31729,2.67
1914,25-09-2025,11:25:10:562625,31728,2.66
1915,25-09-2025,11:25:11:648645,31729,2.66
1916,25-09-2025,11:25:12:734622,31737,2.67
1917,25-09-2025,11:25:13:822625,31733,2.66
1918,25-09-2025,11:25:14:909638,31730,2.67
1919,25-09-2025,11:25:15:995625,31728,2.68
1920,25-09-2025,11:25:17:081645,31727,2.66
1921,25-09-2025,11:25:18:167622,31728,2.66
1922,25-09-2025,11:25:19:253642,31722,2.66
1923,25-09-2025,11:25:20:340625,31729,2.66
1924,25-09-2025,11:25:21:426645,31729,2.66
1925,25-09-2025,11:25:22:512622,31732,2.67
1926,25-09-2025,11:25:23:600642,31729,2.67
1927,25-09-2025,11:25:24:686625,31730,2.67
1928,25-09-2025,11:25:25:772622,31730,2.66
1929,25-09-2025,11:25:26:858645,31725,2.68
1930,25-09-2025,11:25:27:944625,31728,2.66
1931,25-09-2025,11:25:29:030685,31734,2.67
1932,25-09-2025,11:25:30:118622,31732,2.67
1933,25-09-2025,11:25:31:204642,31730,2.66
1934,25-09-2025,11:25:32:293625,31735,2.66
1935,25-09-2025,11:25:33:379645,31733,2.66
1936,25-09-2025,11:25:34:465622,31733,2.67
1937,25-09-2025,11:25:35:551658,31728,2.67
1938,25-09-2025,11:25:36:638623,31725,2.66
1939,25-09-2025,11:25:37:724625,31729,2.67
1940,25-09-2025,11:25:38:810645,31729,2.67
1941,25-09-2025,11:25:39:896622,31724,2.66
1942,25-09-2025,11:25:40:982642,31724,2.67
1943,25-09-2025,11:25:42:067625,31724,2.66
1944,25-09-2025,11:25:43:153645,31719,2.67
1945,25-09-2025,11:25:44:239622,31719,2.66
1946,25-09-2025,11:25:45:325642,31721,2.66
1947,25-09-2025,11:25:46:411625,31721,2.67
1948,25-09-2025,11:25:47:497622,31721,2.67
1949,25-09-2025,11:25:48:583642,31718,2.67
1950,25-09-2025,11:25:49:669625,31719,2.68
1951,25-09-2025,11:25:50:758645,31719,2.66
1952,25-09-2025,11:25:51:844622,31717,2.67
1953,25-09-2025,11:25:52:930642,31718,2.66
1954,25-09-2025,11:25:54:016625,31719,2.66
1955,25-09-2025,11:25:55:102645,31718,2.67
1956,25-09-2025,11:25:56:188622,31719,2.67
1957,25-09-2025,11:25:57:274642,31722,2.67
1958,25-09-2025,11:25:58:360625,31721,2.67
1959,25-09-2025,11:25:59:448622,31721,2.67
1960,25-09-2025,11:26:00:534642,31727,2.66
1961,25-09-2025,11:26:01:620625,31724,2.66
1962,25-09-2025,11:26:02:706645,31725,2.66
1963,25-09-2025,11:26:03:792622,31723,2.66
1964,25-09-2025,11:26:04:878642,31721,2.66
1965,25-09-2025,11:26:05:964625,31723,2.67
1966,25-09-2025,11:26:07:050645,31718,2.66
1967,25-09-2025,11:26:08:136622,31718,2.65
1968,25-09-2025,11:26:09:224625,31719,2.66
1969,25-09-2025,11:26:10:310645,31716,2.66
1970,25-09-2025,11:26:11:396622,31716,2.66
1971,25-09-2025,11:26:12:482642,31717,2.66
1972,25-09-2025,11:26:13:568625,31718,2.66
1973,25-09-2025,11:26:14:654645,31718,2.66
1974,25-09-2025,11:26:15:740622,31721,2.66
1975,25-09-2025,11:26:16:826642,31721,2.66
1976,25-09-2025,11:26:17:914625,31721,2.67
1977,25-09-2025,11:26:19:000645,31716,2.67
1978,25-09-2025,11:26:20:086622,31711,2.67
1979,25-09-2025,11:26:21:172625,31707,2.67
1980,25-09-2025,11:26:22:258645,31707,2.66
1981,25-09-2025,11:26:23:344622,31706,2.67
1982,25-09-2025,11:26:24:430642,31708,2.67
1983,25-09-2025,11:26:25:516625,31708,2.67
1984,25-09-2025,11:26:26:604645,31711,2.67
1985,25-09-2025,11:26:27:690622,31711,2.66
1986,25-09-2025,11:26:28:776642,31712,2.67
1987,25-09-2025,11:26:29:862625,31714,2.66
1988,25-09-2025,11:26:30:948622,31717,2.67
1989,25-09-2025,11:26:32:034642,31718,2.67
1990,25-09-2025,11:26:33:120625,31716,2.66
1991,25-09-2025,11:26:34:206645,31714,2.68
1992,25-09-2025,11:26:35:292622,31714,2.66
1993,25-09-2025,11:26:36:380642,31709,2.67
1994,25-09-2025,11:26:37:466625,31711,2.67
1995,25-09-2025,11:26:38:552645,31712,2.67
1996,25-09-2025,11:26:39:638622,31718,2.67
1997,25-09-2025,11:26:40:724642,31716,2.67
1998,25-09-2025,11:26:41:810625,31721,2.67
1999,25-09-2025,11:26:42:896622,31721,2.66
2000,25-09-2025,11:26:43:982642,31721,2.67
2001,25-09-2025,11:26:45:070626,31721,2.66
2002,25-09-2025,11:26:46:156646,31719,2.66
2003,25-09-2025,11:26:47:242624,31721,2.67
2004,25-09-2025,11:26:48:328643,31723,2.67
2005,25-09-2025,11:26:49:414626,31725,2.66
2006,25-09-2025,11:26:50:500646,31725,2.66
2007,25-09-2025,11:26:51:586624,31728,2.67
2008,25-09-2025,11:26:52:672626,31733,2.67
2009,25-09-2025,11:26:53:759639,31732,2.67
2010,25-09-2025,11:26:54:847625,31735,2.67
2011,25-09-2025,11:26:55:933646,31735,2.67
2012,25-09-2025,11:26:57:019623,31732,2.67
2013,25-09-2025,11:26:58:105643,31735,2.66
2014,25-09-2025,11:26:59:191626,31730,2.66
2015,25-09-2025,11:27:00:277646,31728,2.67
2016,25-09-2025,11:27:01:363623,31729,2.66
2017,25-09-2025,11:27:02:449684,31732,2.66
2018,25-09-2025,11:27:03:538629,31727,2.67
2019,25-09-2025,11:27:04:624623,31727,2.67
2020,25-09-2025,11:27:05:710642,31724,2.66
2021,25-09-2025,11:27:06:796626,31719,2.67
2022,25-09-2025,11:27:07:882646,31713,2.67
2023,25-09-2025,11:27:08:968623,31706,2.67
2024,25-09-2025,11:27:10:054644,31703,2.67
2025,25-09-2025,11:27:11:140626,31703,2.66
2026,25-09-2025,11:27:12:228646,31708,2.66
2027,25-09-2025,11:27:13:315623,31713,2.66
2028,25-09-2025,11:27:14:401659,31718,2.66
2029,25-09-2025,11:27:15:487625,31725,2.66
2030,25-09-2025,11:27:16:573625,31733,2.66
2031,25-09-2025,11:27:17:659646,31735,2.66
2032,25-09-2025,11:27:18:745623,31730,2.66
2033,25-09-2025,11:27:19:831644,31721,2.66
2034,25-09-2025,11:27:20:917626,31718,2.66
2035,25-09-2025,11:27:22:005646,31718,2.67
2036,25-09-2025,11:27:23:091623,31724,2.66
2037,25-09-2025,11:27:24:177644,31727,2.66
2038,25-09-2025,11:27:25:263626,31725,2.66
2039,25-09-2025,11:27:26:349623,31730,2.66
2040,25-09-2025,11:27:27:435642,31733,2.67
2041,25-09-2025,11:27:28:521626,31735,2.67
2042,25-09-2025,11:27:29:607646,31730,2.67
2043,25-09-2025,11:27:30:695623,31733,2.67
2044,25-09-2025,11:27:31:781644,31732,2.66
2045,25-09-2025,11:27:32:867626,31734,2.66
2046,25-09-2025,11:27:33:953646,31734,2.67
2047,25-09-2025,11:27:35:039623,31733,2.67
2048,25-09-2025,11:27:36:125644,31729,2.67
2049,25-09-2025,11:27:37:211626,31725,2.66
2050,25-09-2025,11:27:38:297622,31727,2.67
2051,25-09-2025,11:27:39:385644,31727,2.67
2052,25-09-2025,11:27:40:473626,31734,2.67
2053,25-09-2025,11:27:41:559646,31737,2.66
2054,25-09-2025,11:27:42:645623,31739,2.67
2055,25-09-2025,11:27:43:731644,31738,2.66
2056,25-09-2025,11:27:44:817626,31739,2.67
2057,25-09-2025,11:27:45:903646,31744,2.66
2058,25-09-2025,11:27:46:989624,31744,2.66
2059,25-09-2025,11:27:48:075626,31744,2.66
2060,25-09-2025,11:27:49:163645,31744,2.66
2061,25-09-2025,11:27:50:249623,31744,2.66
2062,25-09-2025,11:27:51:335644,31743,2.67
2063,25-09-2025,11:27:52:421626,31740,2.67
2064,25-09-2025,11:27:53:507646,31742,2.67
2065,25-09-2025,11:27:54:593624,31734,2.67
2066,25-09-2025,11:27:55:679643,31735,2.66
2067,25-09-2025,11:27:56:766626,31737,2.67
2068,25-09-2025,11:27:57:854646,31735,2.67
2069,25-09-2025,11:27:58:940623,31738,2.66
2070,25-09-2025,11:28:00:026625,31737,2.67
2071,25-09-2025,11:28:01:112646,31738,2.67
2072,25-09-2025,11:28:02:198624,31734,2.67
2073,25-09-2025,11:28:03:284643,31735,2.67
2074,25-09-2025,11:28:04:370626,31733,2.67
2075,25-09-2025,11:28:05:456646,31734,2.66
2076,25-09-2025,11:28:06:542624,31734,2.67
2077,25-09-2025,11:28:07:630643,31734,2.68
2078,25-09-2025,11:28:08:716626,31739,2.66
2079,25-09-2025,11:28:09:802623,31734,2.67
2080,25-09-2025,11:28:10:889639,31732,2.66
2081,25-09-2025,11:28:11:975626,31730,2.67
2082,25-09-2025,11:28:13:061646,31729,2.66
