SNO,Date,Time,Phase,Heater_Profile,MQ136_RAW,MQ138_RAW,BME_Temp,BME_Hum,BME_HeaterRes,Alpha_PID,SPEC,SGP40_VOC,VOC,Concentration,Distance
63,01-08-2025,10:40:09:025490,Puff,322,80.53,81.28,28.81,68.2,38288,0.44,597,29924,Ammonia,1ml,6
64,01-08-2025,10:40:10:867491,Puff,322,80.29,82.16,28.8,68.2,38254,0.29,578.26,29926,Ammonia,1ml,6
65,01-08-2025,10:40:12:507490,Puff,322,80.59,82.59,28.81,68.17,38776,0.42,594.15,29930,Ammonia,1ml,6
66,01-08-2025,10:40:14:354490,Puff,322,80.92,81.93,28.8,68.18,38670,0.23,579.53,29930,Ammonia,1ml,6
67,01-08-2025,10:40:15:988491,Puff,322,77.17,78.94,28.81,68.17,39024,0.39,642.73,29930,Ammonia,1ml,6
68,01-08-2025,10:40:17:629489,Puff,322,80.35,80.42,28.81,68.14,39203,0.22,613.08,29930,Ammonia,1ml,6
69,01-08-2025,10:40:19:472490,Puff,322,80.88,81.87,28.81,68.14,39131,0.4,650.27,29927,Ammonia,1ml,6
70,01-08-2025,10:40:21:109491,Puff,322,80.63,81.17,28.81,68.14,39421,0.39,625.04,29926,Ammonia,1ml,6
71,01-08-2025,10:40:22:746603,Puff,322,76.25,76.39,28.81,68.11,39640,0.3,571.84,29925,Ammonia,1ml,6
72,01-08-2025,10:40:24:386489,Puff,322,80.85,82.25,28.81,68.11,39975,0.48,592.5,29924,Ammonia,1ml,6
73,01-08-2025,10:40:26:028491,Puff,322,80.18,80.75,28.81,68.1,40050,0.44,637.59,29925,Ammonia,1ml,6
74,01-08-2025,10:40:27:663489,Puff,322,79.2,81.85,28.81,68.1,40276,0.34,566.09,29925,Ammonia,1ml,6
75,01-08-2025,10:40:29:511489,Puff,322,80.44,80.64,28.81,68.13,40201,0.27,560.84,29924,Ammonia,1ml,6
76,01-08-2025,10:40:31:349491,Puff,322,80.58,81.11,28.8,68.16,40087,0.28,585.13,29924,Ammonia,1ml,6
77,01-08-2025,10:40:32:988489,Puff,322,78.45,78.75,28.8,68.14,40314,0.3,599.24,29920,Ammonia,1ml,6
78,01-08-2025,10:40:34:833489,Puff,322,79.72,81.3,28.79,68.16,40314,0.26,599,29920,Ammonia,1ml,6
79,01-08-2025,10:40:36:472491,Puff,322,77.7,80.17,28.79,68.18,40506,0.49,647.42,29923,Ammonia,1ml,6
80,01-08-2025,10:40:38:108489,Puff,322,80.42,80.73,28.8,68.16,40699,0.23,597.86,29925,Ammonia,1ml,6
81,01-08-2025,10:40:39:751490,Puff,322,80.63,81.39,28.8,68.15,40738,0.34,574.85,29926,Ammonia,1ml,6
82,01-08-2025,10:40:41:592491,Puff,322,80.33,82.66,28.79,68.18,40777,0.28,615.76,29926,Ammonia,1ml,6
83,01-08-2025,10:40:43:228489,Puff,322,76.28,78.15,28.79,68.18,40855,0.43,555.97,29926,Ammonia,1ml,6
84,01-08-2025,10:40:45:602491,Puff,322,75.61,79.28,28.78,68.28,40087,0.32,566.28,29928,Ammonia,1ml,6
85,01-08-2025,10:40:47:328491,Puff,322,80.79,81.71,28.78,68.29,40391,0.38,615.87,29931,Ammonia,1ml,6
86,01-08-2025,10:40:48:967491,Puff,322,75.46,80.8,28.78,68.27,40583,0.26,562.65,29931,Ammonia,1ml,6
87,01-08-2025,10:40:50:500491,Puff,322,80.31,82.94,28.78,68.21,40816,0.33,607.21,29935,Ammonia,1ml,6
88,01-08-2025,10:40:52:243492,Puff,322,76.13,79.27,28.78,68.21,40699,0.35,624.79,29933,Ammonia,1ml,6
89,01-08-2025,10:40:54:089491,Puff,322,80.39,81.57,28.78,68.23,40777,0.38,640.05,29932,Ammonia,1ml,6
90,01-08-2025,10:40:55:726491,Puff,322,80.97,80.17,28.78,68.2,41091,0.32,584.76,29932,Ammonia,1ml,6
91,01-08-2025,10:40:57:361492,Puff,322,80.87,80.86,28.78,68.2,41131,0.42,637.22,29935,Ammonia,1ml,6
92,01-08-2025,10:40:59:206491,Puff,322,73.67,77.86,28.77,68.21,41250,0.38,637.47,29933,Ammonia,1ml,6
93,01-08-2025,10:41:00:845491,Puff,322,80.61,80.14,28.77,68.21,41410,0.3,616.23,29933,Ammonia,1ml,6
94,01-08-2025,10:41:02:689492,Puff,322,79.81,82.17,28.77,68.23,41131,0.27,630.38,29931,Ammonia,1ml,6
95,01-08-2025,10:41:04:547491,Puff,322,80.55,80.21,28.77,68.23,41051,0.24,573.69,29927,Ammonia,1ml,6
96,01-08-2025,10:41:14:976494,Puff,322,80.26,80.55,28.73,69.2,35135,0.26,618.07,29935,Ammonia,1ml,6
97,01-08-2025,10:41:16:822491,Puff,322,80.69,80.16,28.72,69,35368,0.32,596.49,29932,Ammonia,1ml,6
98,01-08-2025,10:41:19:509492,Puff,322,80.16,82.95,28.7,68.91,35135,0.42,621.11,29931,Ammonia,1ml,6
99,01-08-2025,10:41:21:127490,Puff,322,80.41,83.16,28.7,68.77,35965,0.42,554.05,29930,Ammonia,1ml,6
100,01-08-2025,10:41:22:659493,Puff,322,80.35,80.28,28.71,68.66,36898,0.45,632.55,29931,Ammonia,1ml,6
101,01-08-2025,10:41:24:397489,Puff,322,80.48,84.87,28.71,68.56,37252,0.25,560.54,29928,Ammonia,1ml,6
102,01-08-2025,10:41:25:836492,Puff,322,80.18,82.68,28.72,68.51,38016,0.32,626.67,29928,Ammonia,1ml,6
103,01-08-2025,10:41:27:474491,Puff,322,77.62,80.32,28.72,68.43,38461,0.34,611.88,29927,Ammonia,1ml,6
104,01-08-2025,10:41:29:109492,Puff,322,80.13,81.22,28.73,68.41,38846,0.31,590.44,29930,Ammonia,1ml,6
105,01-08-2025,10:41:30:751490,Puff,322,80.33,81.24,28.73,68.39,39457,0.38,611.5,29931,Ammonia,1ml,6
106,01-08-2025,10:41:32:386493,Puff,322,80.34,80.63,28.73,68.38,39640,0.37,589.28,29931,Ammonia,1ml,6
107,01-08-2025,10:41:34:027489,Puff,322,80.41,83.32,28.73,68.37,39825,0.48,559.18,29927,Ammonia,1ml,6
108,01-08-2025,10:41:35:869492,Puff,322,80.6,81.78,28.73,68.39,40087,0.31,575.94,29928,Ammonia,1ml,6
109,01-08-2025,10:41:37:302491,Puff,322,80.87,81.16,28.73,68.37,40506,0.37,617.58,29928,Ammonia,1ml,6
110,01-08-2025,10:41:38:941492,Puff,322,81.19,80.51,28.73,68.36,40777,0.27,553.81,29932,Ammonia,1ml,6
111,01-08-2025,10:41:40:787490,Puff,322,80.67,81.11,28.73,68.38,40544,0.3,577.7,29935,Ammonia,1ml,6
112,01-08-2025,10:41:42:423493,Puff,322,80.9,81.43,28.73,68.39,40855,0.46,594.6,29938,Ammonia,1ml,6
113,01-08-2025,10:41:44:367489,Puff,322,80.64,80.23,28.72,68.4,40699,0.26,578.59,29938,Ammonia,1ml,6
114,01-08-2025,10:41:46:317492,Puff,322,80.24,83.96,28.71,68.47,40660,0.27,650.99,29935,Ammonia,1ml,6
115,01-08-2025,10:41:48:158491,Puff,322,80.28,82.15,28.71,68.49,40699,0.29,624.19,29935,Ammonia,1ml,6
116,01-08-2025,10:41:49:905492,Puff,322,77.42,79.35,28.71,68.51,40777,0.44,629.82,29935,Ammonia,1ml,6
117,01-08-2025,10:41:51:640490,Puff,322,80.69,80.45,28.71,68.5,40973,0.48,587.1,29933,Ammonia,1ml,6
118,01-08-2025,10:41:53:586493,Puff,322,80.55,82.71,28.7,68.53,40855,0.34,617.39,29932,Ammonia,1ml,6
