SNO,Date,Time,Phase,Heater_Profile,MQ136_RAW,MQ138_RAW,BME_Temp,BME_Hum,BME_HeaterRes,Alpha_PID,SPEC,SGP40_VOC,VOC,Concentration,Distance
1922,04-08-2025,11:44:29:000,Puff,370,94.83,94.65,,,,2.39,1589.10,,p-Cresol,1ml,6
1923,04-08-2025,11:44:30:000,Puff,370,87.22,91.87,,,,2.38,1620.39,,p-Cresol,1ml,6
1924,04-08-2025,11:44:31:000,Puff,370,90.94,94.59,,,,2.40,1603.28,,p-Cresol,1ml,6
1925,04-08-2025,11:44:33:000,Puff,370,93.24,95.94,,,,2.42,1586.15,,p-Cresol,1ml,6
1926,04-08-2025,11:44:34:000,Puff,370,94.93,95.22,,,,2.39,1589.24,,p-Cresol,1ml,6
1927,04-08-2025,11:44:36:000,Puff,370,91.97,94.99,,,,2.40,1608.18,,p-Cresol,1ml,6
1928,04-08-2025,11:44:37:000,Puff,370,94.49,96.89,,,,2.42,1608.77,,p-Cresol,1ml,6
1929,04-08-2025,11:44:38:000,Puff,370,90.75,92.23,,,,2.41,1613.11,,p-Cresol,1ml,6
1930,04-08-2025,11:44:40:000,Puff,370,91.32,93.61,,,,2.42,1606.33,,p-Cresol,1ml,6
1931,04-08-2025,11:44:41:000,Puff,370,94.44,93.88,,,,2.41,1594.99,,p-Cresol,1ml,6
1932,04-08-2025,11:44:42:000,Puff,370,94.77,94.61,,,,2.43,1590.90,,p-Cresol,1ml,6
1933,04-08-2025,11:44:44:000,Puff,370,93.94,97.57,,,,2.40,1611.38,,p-Cresol,1ml,6
1934,04-08-2025,11:44:45:000,Puff,370,93.72,94.56,,,,2.41,1608.38,,p-Cresol,1ml,6
1935,04-08-2025,11:44:46:000,Puff,370,87.19,87.60,,,,2.42,1598.73,,p-Cresol,1ml,6
1936,04-08-2025,11:44:47:000,Puff,370,90.95,89.94,,,,2.41,1607.46,,p-Cresol,1ml,6
1937,04-08-2025,11:44:48:000,Puff,370,93.46,93.12,,,,2.44,1619.43,,p-Cresol,1ml,6
1938,04-08-2025,11:44:50:000,Puff,370,93.66,96.23,,,,2.42,1617.80,,p-Cresol,1ml,6
1939,04-08-2025,11:44:51:000,Puff,370,93.40,94.90,,,,2.40,1619.73,,p-Cresol,1ml,6
1940,04-08-2025,11:44:52:000,Puff,370,92.76,95.58,,,,2.40,1593.31,,p-Cresol,1ml,6
1941,04-08-2025,11:44:54:000,Puff,370,94.88,93.77,,,,2.42,1621.40,,p-Cresol,1ml,6
1942,04-08-2025,11:44:55:000,Puff,370,92.17,94.24,,,,2.42,1626.81,,p-Cresol,1ml,6
1943,04-08-2025,11:44:56:000,Puff,370,93.15,94.59,,,,2.42,1599.20,,p-Cresol,1ml,6
1944,04-08-2025,11:44:58:000,Puff,370,90.62,94.80,,,,2.41,1603.39,,p-Cresol,1ml,6
1945,04-08-2025,11:44:59:000,Puff,370,94.70,95.88,,,,2.42,1622.01,,p-Cresol,1ml,6
1946,04-08-2025,11:45:00:000,Puff,370,93.25,93.57,,,,2.42,1623.81,,p-Cresol,1ml,6
1947,04-08-2025,11:45:02:000,Puff,370,90.72,93.30,,,,2.43,1619.70,,p-Cresol,1ml,6
1948,04-08-2025,11:45:03:000,Puff,370,87.81,93.49,,,,2.45,1618.47,,p-Cresol,1ml,6
1949,04-08-2025,11:45:04:000,Puff,370,93.99,97.32,,,,2.42,1613.49,,p-Cresol,1ml,6
1950,04-08-2025,11:45:06:000,Puff,370,93.99,94.42,,,,2.43,1616.25,,p-Cresol,1ml,6
1951,04-08-2025,11:45:07:000,Puff,370,94.82,95.97,,,,2.44,1609.39,,p-Cresol,1ml,6
1952,04-08-2025,11:45:09:000,Puff,370,94.35,95.76,,,,2.46,1603.42,,p-Cresol,1ml,6
1953,04-08-2025,11:45:10:000,Puff,370,87.28,87.26,,,,2.46,1624.45,,p-Cresol,1ml,6
1954,04-08-2025,11:45:11:000,Puff,370,89.66,89.43,,,,2.43,1605.41,,p-Cresol,1ml,6
