SNO,Date,Time,Phase,Heater_Profile,MQ136_RAW,MQ138_RAW,BME1_Temp,BME1_Hum,BME1_HeaterRes,SGP40_VOC,VOC,Concentration,Distance
129,14-08-2025,14:11:34:863269,Pre-Puff,596,69,0,17.74,52.72,237476,32552,N/A,N/A,N/A
130,14-08-2025,14:11:36:296270,Pre-Puff,596,67,0,17.73,52.7,239644,32555,N/A,N/A,N/A
131,14-08-2025,14:11:37:733269,Pre-Puff,596,64,0,17.72,52.68,240827,32554,N/A,N/A,N/A
132,14-08-2025,14:11:39:164270,Pre-Puff,596,68,0,17.7,52.68,242711,32561,N/A,N/A,N/A
133,14-08-2025,14:11:40:597268,Pre-Puff,596,70,0,17.69,52.65,244274,32562,N/A,N/A,N/A
134,14-08-2025,14:11:42:030270,Pre-Puff,596,69,0,17.68,52.65,244800,32564,N/A,N/A,N/A
135,14-08-2025,14:11:44:489268,Pre-Puff,596,69,0,17.65,52.65,230267,32563,N/A,N/A,N/A
136,14-08-2025,14:11:45:924270,Pre-Puff,596,70,0,17.65,52.69,234862,32564,N/A,N/A,N/A
137,14-08-2025,14:11:53:090269,Pre-Puff,596,69,0,17.6,53.07,179208,32566,N/A,N/A,N/A
138,14-08-2025,14:11:54:729270,Pre-Puff,596,67,0,17.59,53.12,196582,32564,N/A,N/A,N/A
139,14-08-2025,14:11:56:163269,Pre-Puff,596,69,0,17.6,53.09,209492,32559,N/A,N/A,N/A
140,14-08-2025,14:11:57:598270,Pre-Puff,596,69,0,17.6,53.06,217779,32556,N/A,N/A,N/A
141,14-08-2025,14:11:59:030269,Pre-Puff,596,66,0,17.61,52.99,224364,32557,N/A,N/A,N/A
142,14-08-2025,14:12:00:465270,Pre-Puff,596,70,0,17.62,52.92,229802,32557,N/A,N/A,N/A
143,14-08-2025,14:12:01:899269,Pre-Puff,596,71,0,17.62,52.87,233736,32556,N/A,N/A,N/A
144,14-08-2025,14:12:03:332270,Pre-Puff,596,69,0,17.63,52.8,236817,32556,N/A,N/A,N/A
145,14-08-2025,14:12:04:765269,Pre-Puff,596,64,0,17.64,52.75,238305,32557,N/A,N/A,N/A
146,14-08-2025,14:12:06:200270,Pre-Puff,596,70,0,17.64,52.72,239981,32552,N/A,N/A,N/A
147,14-08-2025,14:12:12:140269,Pre-Puff,596,70,0,17.57,52.76,194344,32552,N/A,N/A,N/A
148,14-08-2025,14:12:13:574270,Pre-Puff,596,69,0,17.53,52.75,208341,32558,N/A,N/A,N/A
149,14-08-2025,14:12:15:006269,Pre-Puff,596,64,0,17.5,52.69,217918,32564,N/A,N/A,N/A
150,14-08-2025,14:12:16:440270,Pre-Puff,596,67,0,17.47,52.63,227202,32569,N/A,N/A,N/A
151,14-08-2025,14:12:17:873269,Pre-Puff,596,68,0,17.44,52.56,231517,32576,N/A,N/A,N/A
152,14-08-2025,14:12:19:307270,Pre-Puff,596,67,0,17.41,52.53,236325,32579,N/A,N/A,N/A
153,14-08-2025,14:12:20:741269,Pre-Puff,596,67,0,17.38,52.52,240827,32581,N/A,N/A,N/A
154,14-08-2025,14:12:22:174270,Pre-Puff,596,69,0,17.37,52.54,242194,32586,N/A,N/A,N/A
155,14-08-2025,14:12:23:608269,Pre-Puff,596,69,0,17.35,52.55,242539,32586,N/A,N/A,N/A
156,14-08-2025,14:12:25:042270,Pre-Puff,596,69,0,17.34,52.59,245858,32590,N/A,N/A,N/A
157,14-08-2025,14:12:26:475269,Pre-Puff,596,69,0,17.34,52.61,245858,32588,N/A,N/A,N/A
158,14-08-2025,14:12:27:909270,Pre-Puff,596,67,0,17.33,52.66,247104,32587,N/A,N/A,N/A
159,14-08-2025,14:12:30:981269,Pre-Puff,596,67,0,17.3,52.8,225998,32587,N/A,N/A,N/A
160,14-08-2025,14:12:32:415270,Pre-Puff,596,69,0,17.3,52.86,232146,32583,N/A,N/A,N/A
161,14-08-2025,14:12:33:850269,Pre-Puff,596,69,0,17.3,52.88,238139,32584,N/A,N/A,N/A
162,14-08-2025,14:12:35:284270,Pre-Puff,596,69,0,17.31,52.83,241509,32586,N/A,N/A,N/A
163,14-08-2025,14:12:38:969268,Pre-Puff,596,69,0,17.27,52.84,215715,32583,N/A,N/A,N/A
164,14-08-2025,14:12:40:403270,Pre-Puff,596,70,0,17.28,52.82,225849,32577,N/A,N/A,N/A
165,14-08-2025,14:12:41:839269,Pre-Puff,596,70,0,17.28,52.79,232939,32577,N/A,N/A,N/A
166,14-08-2025,14:12:43:271270,Pre-Puff,596,64,0,17.29,52.74,238139,32575,N/A,N/A,N/A
167,14-08-2025,14:12:45:729322,Pre-Puff,596,64,0,17.28,52.67,227353,32575,N/A,N/A,N/A
168,14-08-2025,14:12:47:166270,Pre-Puff,596,69,0,17.28,52.69,233416,32578,N/A,N/A,N/A
169,14-08-2025,14:12:48:598269,Pre-Puff,596,69,0,17.29,52.64,238639,32578,N/A,N/A,N/A
170,14-08-2025,14:12:50:030270,Pre-Puff,596,62,0,17.3,52.62,241509,32578,N/A,N/A,N/A
171,14-08-2025,14:12:51:462269,Pre-Puff,596,69,0,17.31,52.55,245858,32578,N/A,N/A,N/A
172,14-08-2025,14:12:52:897270,Pre-Puff,596,69,0,17.31,52.5,247283,32582,N/A,N/A,N/A
173,14-08-2025,14:12:55:970268,Pre-Puff,596,67,0,17.27,52.46,225699,32584,N/A,N/A,N/A
174,14-08-2025,14:12:57:402270,Pre-Puff,596,70,0,17.27,52.49,232780,32589,N/A,N/A,N/A
175,14-08-2025,14:12:58:837269,Pre-Puff,596,68,0,17.26,52.5,238973,32595,N/A,N/A,N/A
176,14-08-2025,14:13:00:269270,Pre-Puff,596,64,0,17.26,52.51,242194,32595,N/A,N/A,N/A
177,14-08-2025,14:13:01:703268,Pre-Puff,596,69,0,17.26,52.51,245858,32596,N/A,N/A,N/A
178,14-08-2025,14:13:03:137270,Pre-Puff,596,67,0,17.26,52.52,246390,32591,N/A,N/A,N/A
179,14-08-2025,14:13:04:572280,Pre-Puff,596,68,0,17.25,52.53,248362,32595,N/A,N/A,N/A
180,14-08-2025,14:13:06:004270,Pre-Puff,596,64,0,17.25,52.57,249817,32590,N/A,N/A,N/A
181,14-08-2025,14:13:07:439268,Pre-Puff,596,68,0,17.25,52.62,250918,32592,N/A,N/A,N/A
182,14-08-2025,14:13:08:872270,Pre-Puff,596,69,0,17.24,52.63,251288,32588,N/A,N/A,N/A
183,14-08-2025,14:13:10:307269,Pre-Puff,596,68,0,17.24,52.65,252403,32586,N/A,N/A,N/A
184,14-08-2025,14:13:11:741269,Pre-Puff,596,67,0,17.24,52.65,253716,32586,N/A,N/A,N/A
185,14-08-2025,14:13:13:174269,Pre-Puff,596,69,0,17.24,52.65,253716,32585,N/A,N/A,N/A
186,14-08-2025,14:13:14:607270,Pre-Puff,596,69,0,17.25,52.64,253152,32581,N/A,N/A,N/A
187,14-08-2025,14:13:16:041269,Pre-Puff,596,70,0,17.25,52.65,253528,32583,N/A,N/A,N/A
188,14-08-2025,14:13:17:474270,Pre-Puff,596,70,0,17.25,52.64,255043,32584,N/A,N/A,N/A
189,14-08-2025,14:13:18:908269,Pre-Puff,596,67,0,17.26,52.61,254663,32582,N/A,N/A,N/A
190,14-08-2025,14:13:20:343270,Pre-Puff,596,70,0,17.26,52.59,255425,32584,N/A,N/A,N/A
191,14-08-2025,14:13:21:779269,Pre-Puff,596,64,0,17.26,52.56,255808,32586,N/A,N/A,N/A
192,14-08-2025,14:13:23:209270,Pre-Puff,596,66,0,17.26,52.54,256192,32586,N/A,N/A,N/A
193,14-08-2025,14:13:24:643269,Pre-Puff,596,67,0,17.26,52.52,256384,32584,N/A,N/A,N/A
194,14-08-2025,14:13:26:077270,Pre-Puff,596,69,0,17.27,52.48,256192,32582,N/A,N/A,N/A
195,14-08-2025,14:13:32:016269,Pre-Puff,596,62,0,17.23,52.7,205457,32585,N/A,N/A,N/A
196,14-08-2025,14:13:33:451270,Pre-Puff,596,67,0,17.22,52.75,217087,32584,N/A,N/A,N/A
197,14-08-2025,14:13:34:886269,Pre-Puff,596,70,0,17.22,52.75,227353,32583,N/A,N/A,N/A
198,14-08-2025,14:13:36:317270,Pre-Puff,596,69,0,17.2,52.73,235348,32582,N/A,N/A,N/A
199,14-08-2025,14:13:37:751269,Pre-Puff,596,67,0,17.19,52.67,240150,32584,N/A,N/A,N/A
200,14-08-2025,14:13:39:184270,Pre-Puff,596,69,0,17.18,52.63,244274,32588,N/A,N/A,N/A
201,14-08-2025,14:13:40:618269,Pre-Puff,596,68,0,17.16,52.6,247283,32590,N/A,N/A,N/A
202,14-08-2025,14:13:42:053270,Pre-Puff,596,69,0,17.15,52.57,249634,32589,N/A,N/A,N/A
203,14-08-2025,14:13:43:486489,Pre-Puff,596,67,0,17.14,52.56,249269,32595,N/A,N/A,N/A
204,14-08-2025,14:13:44:923270,Pre-Puff,596,68,0,17.13,52.58,251658,32600,N/A,N/A,N/A
205,14-08-2025,14:13:51:883269,Pre-Puff,596,65,0,17.08,53.11,196356,32598,N/A,N/A,N/A
206,14-08-2025,14:13:59:052270,Pre-Puff,596,68,0,17.04,53.61,163109,32600,N/A,N/A,N/A
207,14-08-2025,14:14:00:485269,Pre-Puff,596,69,0,17.03,53.66,183446,32599,N/A,N/A,N/A
208,14-08-2025,14:14:01:919270,Pre-Puff,596,67,0,17.04,53.63,203862,32593,N/A,N/A,N/A
209,14-08-2025,14:14:03:352269,Pre-Puff,596,68,0,17.05,53.57,215715,32591,N/A,N/A,N/A
210,14-08-2025,14:14:04:786270,Pre-Puff,596,64,0,17.06,53.47,223190,32588,N/A,N/A,N/A
211,14-08-2025,14:14:07:859269,Pre-Puff,596,71,0,17.04,53.37,211046,32586,N/A,N/A,N/A
212,14-08-2025,14:14:09:292279,Pre-Puff,596,65,0,17.05,53.31,221023,32585,N/A,N/A,N/A
213,14-08-2025,14:14:10:728269,Pre-Puff,596,71,0,17.06,53.2,229493,32586,N/A,N/A,N/A
214,14-08-2025,14:14:12:368270,Pre-Puff,596,72,0,17.06,53.1,231831,32588,N/A,N/A,N/A
215,14-08-2025,14:14:13:798269,Pre-Puff,596,66,0,17.08,53.02,236489,32587,N/A,N/A,N/A
216,14-08-2025,14:14:15:436270,Pre-Puff,596,68,0,17.08,52.97,237311,32583,N/A,N/A,N/A
217,14-08-2025,14:14:16:871269,Pre-Puff,596,66,0,17.1,52.9,242366,32578,N/A,N/A,N/A
218,14-08-2025,14:14:18:304270,Pre-Puff,596,67,0,17.1,52.84,244100,32580,N/A,N/A,N/A
219,14-08-2025,14:14:19:738354,Pre-Puff,596,54,0,17.11,52.75,246568,32586,N/A,N/A,N/A
220,14-08-2025,14:14:21:174270,Pre-Puff,596,67,0,17.11,52.64,248724,32587,N/A,N/A,N/A
221,14-08-2025,14:14:22:608269,Pre-Puff,596,68,0,17.1,52.55,250918,32585,N/A,N/A,N/A
222,14-08-2025,14:14:24:040270,Pre-Puff,596,64,0,17.09,52.46,252777,32584,N/A,N/A,N/A
223,14-08-2025,14:14:25:474269,Pre-Puff,596,68,0,17.08,52.37,252590,32586,N/A,N/A,N/A
224,14-08-2025,14:14:26:906270,Pre-Puff,596,68,0,17.06,52.29,255616,32591,N/A,N/A,N/A
225,14-08-2025,14:14:28:341269,Pre-Puff,596,67,0,17.05,52.22,255425,32595,N/A,N/A,N/A
226,14-08-2025,14:14:29:775270,Pre-Puff,596,67,0,17.03,52.19,256577,32595,N/A,N/A,N/A
227,14-08-2025,14:14:31:414269,Pre-Puff,596,70,0,17.01,52.17,253339,32602,N/A,N/A,N/A
228,14-08-2025,14:14:32:846270,Pre-Puff,596,67,0,17,52.2,254663,32602,N/A,N/A,N/A
229,14-08-2025,14:14:34:281268,Pre-Puff,596,66,0,16.99,52.22,255808,32602,N/A,N/A,N/A
230,14-08-2025,14:14:35:714270,Pre-Puff,596,67,0,16.99,52.24,257545,32604,N/A,N/A,N/A
231,14-08-2025,14:14:44:519269,Pre-Puff,596,64,0,16.93,52.78,183446,32606,N/A,N/A,N/A
232,14-08-2025,14:14:45:956270,Pre-Puff,596,70,0,16.92,52.79,203013,32606,N/A,N/A,N/A
233,14-08-2025,14:14:47:387269,Pre-Puff,596,67,0,16.92,52.75,216261,32604,N/A,N/A,N/A
234,14-08-2025,14:14:48:821270,Pre-Puff,596,67,0,16.92,52.68,227656,32603,N/A,N/A,N/A
235,14-08-2025,14:14:50:256269,Pre-Puff,596,67,0,16.93,52.6,233098,32601,N/A,N/A,N/A
