SNO,Date,Time,ADC,Temp_C,Humidity_pct,VOC,Phase,Voltage_V
138,23-09-2025,11:02:23:995709,105,24.93,57.37,p-cresol,Pre_Puff,4.05
139,23-09-2025,11:02:25:019708,108,24.93,57.32,p-cresol,Pre_Puff,4.06
140,23-09-2025,11:02:26:043710,113,24.94,57.28,p-cresol,Pre_Puff,4.08
141,23-09-2025,11:02:27:479708,109,24.95,57.24,p-cresol,Pre_Puff,4.07
142,23-09-2025,11:02:28:500709,110,24.95,57.22,p-cresol,Pre_Puff,4.07
143,23-09-2025,11:02:29:522702,103,24.95,57.21,p-cresol,Pre_Puff,4.07
144,23-09-2025,11:02:30:548702,109,24.96,57.21,p-cresol,Pre_Puff,4.07
145,23-09-2025,11:02:31:984708,111,24.95,57.22,p-cresol,Pre_Puff,4.08
146,23-09-2025,11:02:33:006710,107,24.95,57.22,p-cresol,Pre_Puff,4.07
147,23-09-2025,11:02:34:028701,109,24.96,57.22,p-cresol,Pre_Puff,4.07
148,23-09-2025,11:02:35:361709,102,24.95,57.21,p-cresol,Pre_Puff,4.03
149,23-09-2025,11:02:37:409709,112,24.95,57.23,p-cresol,Pre_Puff,4.07
150,23-09-2025,11:02:38:535709,107,24.96,57.22,p-cresol,Pre_Puff,4.12
151,23-09-2025,11:02:40:074708,103,24.96,57.19,p-cresol,Pre_Puff,4.04
152,23-09-2025,11:02:41:200710,110,24.96,57.2,p-cresol,Pre_Puff,4.07
153,23-09-2025,11:02:42:222708,108,24.96,57.18,p-cresol,Pre_Puff,4.07
154,23-09-2025,11:02:43:348709,97,24.96,57.18,p-cresol,Pre_Puff,4.01
155,23-09-2025,11:02:44:784709,107,24.97,57.19,p-cresol,Pre_Puff,4.07
156,23-09-2025,11:02:45:806709,101,24.97,57.18,p-cresol,Pre_Puff,4.01
157,23-09-2025,11:02:46:829701,105,24.95,57.25,p-cresol,Pre_Puff,4.04
158,23-09-2025,11:02:48:263710,106,24.97,57.27,p-cresol,Pre_Puff,4.09
159,23-09-2025,11:02:49:287708,105,24.98,57.25,p-cresol,Pre_Puff,4.07
160,23-09-2025,11:02:50:520709,107,25,57.22,p-cresol,Pre_Puff,4.06
161,23-09-2025,11:02:51:543709,107,25.02,57.18,p-cresol,Pre_Puff,4.07
162,23-09-2025,11:02:53:182709,111,25.04,57.15,p-cresol,Pre_Puff,4.08
163,23-09-2025,11:02:54:203708,107,25.05,57.15,p-cresol,Pre_Puff,4.08
164,23-09-2025,11:02:55:331710,99,25.07,57.15,p-cresol,Pre_Puff,4.05
165,23-09-2025,11:02:56:561708,95,25.09,57.16,p-cresol,Pre_Puff,4.02
166,23-09-2025,11:02:57:585709,112,25.08,57.18,p-cresol,Pre_Puff,4.08
167,23-09-2025,11:02:58:606709,102,25.07,57.26,p-cresol,Pre_Puff,4.05
168,23-09-2025,11:02:59:630709,102,25.06,57.35,p-cresol,Pre_Puff,4.05
169,23-09-2025,11:03:02:090708,104,25.07,57.37,p-cresol,Pre_Puff,4.01
170,23-09-2025,11:03:03:113703,101,25.07,57.37,p-cresol,Pre_Puff,4.03
171,23-09-2025,11:03:04:239708,106,25.08,57.36,p-cresol,Pre_Puff,4.09
172,23-09-2025,11:03:06:594709,99,25.09,57.34,p-cresol,Pre_Puff,4.01
173,23-09-2025,11:03:07:618709,103,25.08,57.34,p-cresol,Pre_Puff,4.04
174,23-09-2025,11:03:08:847709,110,25.09,57.38,p-cresol,Pre_Puff,4.05
175,23-09-2025,11:03:10:078708,104,25.09,57.38,p-cresol,Pre_Puff,4.02
176,23-09-2025,11:03:11:100710,108,25.11,57.39,p-cresol,Pre_Puff,4.03
177,23-09-2025,11:03:12:121701,109,25.1,57.39,p-cresol,Pre_Puff,4.07
178,23-09-2025,11:03:13:352709,102,25.1,57.4,p-cresol,Pre_Puff,4.15
179,23-09-2025,11:03:15:198709,109,25.12,57.43,p-cresol,Pre_Puff,4.06
180,23-09-2025,11:03:16:220709,107,25.12,57.4,p-cresol,Pre_Puff,4.08
181,23-09-2025,11:03:17:351708,102,25.14,57.4,p-cresol,Pre_Puff,4.12
182,23-09-2025,11:03:18:368703,109,25.15,57.36,p-cresol,Pre_Puff,4.06
183,23-09-2025,11:03:19:392701,107,25.15,57.32,p-cresol,Pre_Puff,4.03
184,23-09-2025,11:03:20:416702,109,25.15,57.3,p-cresol,Pre_Puff,4.07
185,23-09-2025,11:03:21:440702,110,25.17,57.31,p-cresol,Pre_Puff,4.06
186,23-09-2025,11:03:22:515702,106,25.17,57.34,p-cresol,Pre_Puff,4.07
187,23-09-2025,11:03:23:587701,106,25.18,57.42,p-cresol,Pre_Puff,4.07
188,23-09-2025,11:03:24:617729,103,25.18,57.52,p-cresol,Pre_Puff,4.01
189,23-09-2025,11:03:25:638701,110,25.19,57.57,p-cresol,Pre_Puff,4.08
190,23-09-2025,11:03:26:675709,107,25.2,57.57,p-cresol,Pre_Puff,4.06
191,23-09-2025,11:03:27:794709,106,25.2,57.56,p-cresol,Pre_Puff,4.08
192,23-09-2025,11:03:29:225709,109,25.21,57.56,p-cresol,Pre_Puff,4.06
193,23-09-2025,11:03:30:249708,106,25.21,57.5,p-cresol,Pre_Puff,4.06
194,23-09-2025,11:03:31:477710,107,25.2,57.48,p-cresol,Pre_Puff,4.07
195,23-09-2025,11:03:32:603708,106,25.2,57.5,p-cresol,Pre_Puff,4.03
196,23-09-2025,11:03:33:748709,106,25.2,57.5,p-cresol,Pre_Puff,4.07
197,23-09-2025,11:03:34:754709,107,25.22,57.49,p-cresol,Pre_Puff,4.07
198,23-09-2025,11:03:35:778709,112,25.22,57.43,p-cresol,Pre_Puff,4.11
199,23-09-2025,11:03:36:811889,111,25.24,57.41,p-cresol,Pre_Puff,4.07
200,23-09-2025,11:03:38:236710,108,25.23,57.4,p-cresol,Pre_Puff,4.07
201,23-09-2025,11:03:39:259708,107,25.25,57.38,p-cresol,Pre_Puff,4.07
202,23-09-2025,11:03:40:283709,108,25.26,57.36,p-cresol,Pre_Puff,4.07
203,23-09-2025,11:03:41:717709,107,25.26,57.33,p-cresol,Pre_Puff,4.07
204,23-09-2025,11:03:42:843709,102,25.27,57.29,p-cresol,Pre_Puff,4
205,23-09-2025,11:03:44:280708,103,25.26,57.25,p-cresol,Pre_Puff,4.02
206,23-09-2025,11:03:45:303710,109,25.27,57.22,p-cresol,Pre_Puff,4.07
207,23-09-2025,11:03:46:530708,109,25.28,57.18,p-cresol,Pre_Puff,4.07
208,23-09-2025,11:03:47:554709,108,25.29,57.13,p-cresol,Pre_Puff,4.07
209,23-09-2025,11:03:48:785709,110,25.31,57.08,p-cresol,Pre_Puff,4.07
210,23-09-2025,11:03:50:015709,107,25.31,57,p-cresol,Pre_Puff,4.06
211,23-09-2025,11:03:51:138708,108,25.31,57.01,p-cresol,Pre_Puff,4.07
212,23-09-2025,11:03:52:267710,109,25.32,56.99,p-cresol,Pre_Puff,4.22
213,23-09-2025,11:03:53:288708,106,25.31,57,p-cresol,Pre_Puff,4.2
214,23-09-2025,11:03:54:553709,108,25.32,57,p-cresol,Pre_Puff,4.07
215,23-09-2025,11:03:55:645709,110,25.32,56.99,p-cresol,Pre_Puff,4.07
216,23-09-2025,11:03:56:665702,109,25.32,56.98,p-cresol,Pre_Puff,4.1
217,23-09-2025,11:03:57:998708,107,25.33,57.01,p-cresol,Pre_Puff,4.08
218,23-09-2025,11:03:59:022710,111,25.32,57.04,p-cresol,Pre_Puff,4.07
219,23-09-2025,11:04:00:255708,111,25.33,57.09,p-cresol,Pre_Puff,4.06
220,23-09-2025,11:04:01:280709,108,25.33,57.11,p-cresol,Pre_Puff,4.06
221,23-09-2025,11:04:02:298702,106,25.33,57.09,p-cresol,Pre_Puff,4.07
222,23-09-2025,11:04:03:426709,112,25.35,57.06,p-cresol,Pre_Puff,4.08
223,23-09-2025,11:04:04:758708,110,25.34,57.04,p-cresol,Pre_Puff,4.06
224,23-09-2025,11:04:05:781710,107,25.33,57.07,p-cresol,Pre_Puff,4.18
225,23-09-2025,11:04:06:802701,107,25.3,57.28,p-cresol,Pre_Puff,4.06
226,23-09-2025,11:04:07:932709,107,25.3,57.37,p-cresol,Pre_Puff,4.19
227,23-09-2025,11:04:09:365709,103,25.31,57.38,p-cresol,Pre_Puff,4.06
228,23-09-2025,11:04:10:494709,109,25.33,57.36,p-cresol,Pre_Puff,4.07
229,23-09-2025,11:04:11:617708,101,25.33,57.32,p-cresol,Pre_Puff,4.09
230,23-09-2025,11:04:12:744710,112,25.32,57.34,p-cresol,Pre_Puff,4.07
231,23-09-2025,11:04:13:766701,109,25.34,57.35,p-cresol,Pre_Puff,4.07
232,23-09-2025,11:04:14:795702,108,25.35,57.3,p-cresol,Pre_Puff,4.07
233,23-09-2025,11:04:16:225709,109,25.37,57.27,p-cresol,Pre_Puff,4.08
234,23-09-2025,11:04:17:352709,105,25.37,57.2,p-cresol,Pre_Puff,4.01
235,23-09-2025,11:04:18:888708,112,25.38,57.18,p-cresol,Pre_Puff,4.07
236,23-09-2025,11:04:19:912710,107,25.39,57.16,p-cresol,Pre_Puff,4.07
237,23-09-2025,11:04:20:941708,109,25.38,57.17,p-cresol,Pre_Puff,4.08
238,23-09-2025,11:04:22:063815,97,25.4,57.16,p-cresol,Pre_Puff,3.96
239,23-09-2025,11:04:23:291709,103,25.4,57.15,p-cresol,Pre_Puff,4.07
240,23-09-2025,11:04:24:315709,106,25.41,57.14,p-cresol,Pre_Puff,4.02
241,23-09-2025,11:04:25:339708,104,25.42,57.12,p-cresol,Pre_Puff,4.08
242,23-09-2025,11:04:27:183710,112,25.43,57.11,p-cresol,Pre_Puff,4.07
243,23-09-2025,11:04:28:204701,107,25.44,57.08,p-cresol,Pre_Puff,4.07
244,23-09-2025,11:04:29:232709,109,25.45,57.07,p-cresol,Pre_Puff,4.11
245,23-09-2025,11:04:30:357709,104,25.46,57.05,p-cresol,Pre_Puff,4.06
246,23-09-2025,11:04:31:378702,110,25.46,57.03,p-cresol,Pre_Puff,4.09
247,23-09-2025,11:04:32:408708,110,25.48,57.04,p-cresol,Pre_Puff,4.06
248,23-09-2025,11:04:33:531710,110,25.5,57.02,p-cresol,Pre_Puff,4.19
249,23-09-2025,11:04:34:555708,107,25.5,57,p-cresol,Pre_Puff,4.07
250,23-09-2025,11:04:35:579709,102,25.52,57,p-cresol,Pre_Puff,4.02
251,23-09-2025,11:04:36:603709,102,25.54,56.97,p-cresol,Pre_Puff,3.87
252,23-09-2025,11:04:38:037709,109,25.56,56.92,p-cresol,Pre_Puff,4.07
253,23-09-2025,11:04:39:092708,102,25.56,56.88,p-cresol,Pre_Puff,4.04
254,23-09-2025,11:04:40:183703,111,25.54,56.93,p-cresol,Pre_Puff,4.07
255,23-09-2025,11:04:41:518708,105,25.55,56.96,p-cresol,Pre_Puff,4.18
256,23-09-2025,11:04:42:541702,109,25.55,56.96,p-cresol,Pre_Puff,4.07
257,23-09-2025,11:04:43:566709,101,25.56,56.98,p-cresol,Pre_Puff,4.01
258,23-09-2025,11:04:44:587702,105,25.58,56.95,p-cresol,Pre_Puff,4.07
259,23-09-2025,11:04:46:024708,106,25.57,56.93,p-cresol,Pre_Puff,4.07
260,23-09-2025,11:04:47:048710,110,25.57,56.92,p-cresol,Pre_Puff,4.06
261,23-09-2025,11:04:48:284708,110,25.57,56.91,p-cresol,Pre_Puff,4.09
262,23-09-2025,11:04:49:304709,103,25.59,56.88,p-cresol,Pre_Puff,4.06
263,23-09-2025,11:04:50:325709,110,25.6,56.81,p-cresol,Pre_Puff,4.03
264,23-09-2025,11:04:51:350709,111,25.58,56.78,p-cresol,Pre_Puff,4.04
265,23-09-2025,11:04:52:577708,103,25.58,56.78,p-cresol,Pre_Puff,4.17
266,23-09-2025,11:04:53:808710,111,25.57,56.8,p-cresol,Pre_Puff,4.06
267,23-09-2025,11:04:54:832708,112,25.58,56.8,p-cresol,Pre_Puff,4.02
268,23-09-2025,11:04:56:059709,107,25.59,56.78,p-cresol,Pre_Puff,4.07
269,23-09-2025,11:04:57:080702,104,25.6,56.77,p-cresol,Pre_Puff,4.04
270,23-09-2025,11:04:58:103702,108,25.59,56.77,p-cresol,Pre_Puff,4.18
271,23-09-2025,11:04:59:131708,110,25.6,56.8,p-cresol,Pre_Puff,4.06
272,23-09-2025,11:05:00:150703,110,25.6,56.8,p-cresol,Pre_Puff,4.07
273,23-09-2025,11:05:01:176701,107,25.6,56.83,p-cresol,Pre_Puff,4.04
274,23-09-2025,11:05:02:200702,109,25.6,56.83,p-cresol,Pre_Puff,4.09
275,23-09-2025,11:05:03:331709,102,25.58,56.84,p-cresol,Pre_Puff,4.03
