SNO,Date,Time,Phase,Heater_Profile,MQ136_RAW,MQ138_RAW,BME1_Temp,BME1_Hum,BME1_Gas(kOhm),SGP40_VOC,Activated,Concentration,Distance
247,28-07-2025,21:55:16:239528,Post-Puff,322,114,4095,30.04,62.6,95.17,30860,YES,N/A,0
248,28-07-2025,21:55:18:045525,Post-Puff,322,118,4095,30.05,62.58,95.38,30863,YES,N/A,0
249,28-07-2025,21:55:19:851528,Post-Puff,322,80,4095,30.06,62.6,95.43,30868,YES,N/A,0
250,28-07-2025,21:55:21:657525,Post-Puff,322,112,4095,30.06,62.59,94.9,30863,YES,N/A,0
251,28-07-2025,21:55:23:463528,Post-Puff,322,119,4095,30.06,62.6,95.22,30861,YES,N/A,0
252,28-07-2025,21:55:25:269525,Post-Puff,322,113,4095,30.07,62.59,94.85,30863,YES,N/A,0
253,28-07-2025,21:55:27:075528,Post-Puff,322,80,4095,30.07,62.57,95.01,30865,YES,N/A,0
254,28-07-2025,21:55:28:882525,Post-Puff,322,119,4095,30.08,62.54,94.69,30862,YES,N/A,0
255,28-07-2025,21:55:30:688528,Post-Puff,322,116,4095,30.09,62.51,94.74,30862,YES,N/A,0
256,28-07-2025,21:55:32:494525,Post-Puff,322,133,4095,30.1,62.52,94.9,30864,YES,N/A,0
257,28-07-2025,21:55:34:300528,Post-Puff,322,120,4095,30.1,62.45,94.85,30860,YES,N/A,0
258,28-07-2025,21:55:36:107524,Post-Puff,322,80,4095,30.1,62.41,95.22,30866,YES,N/A,0
259,28-07-2025,21:55:37:913528,Post-Puff,322,119,4095,30.1,62.38,95.01,30863,YES,N/A,0
260,28-07-2025,21:55:39:719524,Post-Puff,322,120,4095,30.09,62.36,95.01,30866,YES,N/A,0
261,28-07-2025,21:55:41:525528,Post-Puff,322,121,4095,30.09,62.33,95.11,30867,YES,N/A,0
262,28-07-2025,21:55:43:331525,Post-Puff,322,77,4095,30.08,62.34,95.33,30868,YES,N/A,0
263,28-07-2025,21:55:45:137528,Post-Puff,322,127,4095,30.08,62.33,94.9,30869,YES,N/A,0
264,28-07-2025,21:55:46:943525,Post-Puff,322,119,4095,30.07,62.34,95.06,30867,YES,N/A,0
265,28-07-2025,21:55:48:749528,Post-Puff,322,117,4095,30.07,62.34,95.27,30868,YES,N/A,0
266,28-07-2025,21:55:50:555525,Post-Puff,322,118,4095,30.06,62.35,95.01,30869,YES,N/A,0
267,28-07-2025,21:55:52:361528,Post-Puff,322,78,4095,30.05,62.37,95.54,30872,YES,N/A,0
268,28-07-2025,21:55:54:167524,Post-Puff,322,119,4095,30.03,62.35,95.27,30872,YES,N/A,0
269,28-07-2025,21:55:55:973528,Post-Puff,322,121,4095,30.03,62.34,95.54,30875,YES,N/A,0
270,28-07-2025,21:55:57:779525,Post-Puff,322,119,4095,30.02,62.35,95.11,30877,YES,N/A,0
271,28-07-2025,21:55:59:585528,Post-Puff,322,112,4095,30.01,62.33,95.86,30878,YES,N/A,0
272,28-07-2025,21:56:01:391525,Post-Puff,322,116,4095,30.01,62.35,95.75,30881,YES,N/A,0
273,28-07-2025,21:56:03:197528,Post-Puff,322,118,4095,30.01,62.4,95.59,30874,YES,N/A,0
274,28-07-2025,21:56:05:003525,Post-Puff,322,115,4095,30.01,62.44,95.86,30875,YES,N/A,0
275,28-07-2025,21:56:06:809528,Post-Puff,322,78,4095,30.01,62.45,96.19,30877,YES,N/A,0
276,28-07-2025,21:56:10:014525,Post-Puff,322,119,4095,29.93,62.62,90.65,30875,YES,N/A,0
277,28-07-2025,21:56:11:820529,Post-Puff,322,111,4095,29.95,62.59,92.02,30881,YES,N/A,0
278,28-07-2025,21:56:13:627533,Post-Puff,322,123,4095,29.96,62.55,94.07,30879,YES,N/A,0
279,28-07-2025,21:56:15:433529,Post-Puff,322,115,4095,29.97,62.52,94.48,30881,YES,N/A,0
280,28-07-2025,21:56:17:239526,Post-Puff,322,118,4095,29.98,62.52,95.22,30880,YES,N/A,0
281,28-07-2025,21:56:19:045529,Post-Puff,322,115,4095,29.99,62.5,95.17,30882,YES,N/A,0
282,28-07-2025,21:56:20:851526,Post-Puff,322,80,4095,30,62.47,95.27,30880,YES,N/A,0
283,28-07-2025,21:56:22:657529,Post-Puff,322,119,4095,30.01,62.43,95.22,30881,YES,N/A,0
284,28-07-2025,21:56:24:463526,Post-Puff,322,114,4095,30.01,62.42,95.92,30875,YES,N/A,0
285,28-07-2025,21:56:26:269529,Post-Puff,322,115,4095,30.02,62.41,95.54,30884,YES,N/A,0
286,28-07-2025,21:56:28:075526,Post-Puff,322,119,4095,30.02,62.4,95.75,30881,YES,N/A,0
287,28-07-2025,21:56:29:881529,Post-Puff,322,79,4095,30.02,62.37,95.43,30883,YES,N/A,0
288,28-07-2025,21:56:31:687526,Post-Puff,322,116,4095,30.03,62.35,95.59,30882,YES,N/A,0
289,28-07-2025,21:56:33:494537,Post-Puff,322,119,4095,30.03,62.36,95.59,30876,YES,N/A,0
290,28-07-2025,21:56:35:300526,Post-Puff,322,119,4095,30.02,62.38,95.97,30883,YES,N/A,0
291,28-07-2025,21:56:37:106529,Post-Puff,322,78,4095,30.02,62.41,95.27,30882,YES,N/A,0
292,28-07-2025,21:56:38:912526,Post-Puff,322,113,4095,30.02,62.39,95.33,30884,YES,N/A,0
293,28-07-2025,21:56:40:718529,Post-Puff,322,122,4095,30.02,62.39,95.75,30885,YES,N/A,0
294,28-07-2025,21:56:42:524526,Post-Puff,322,124,4095,30.02,62.39,95.97,30887,YES,N/A,0
295,28-07-2025,21:56:44:330529,Post-Puff,322,117,4095,30.03,62.38,95.81,30889,YES,N/A,0
296,28-07-2025,21:56:46:136526,Post-Puff,322,78,4095,30.03,62.38,95.54,30883,YES,N/A,0
297,28-07-2025,21:56:47:942529,Post-Puff,322,117,4095,30.04,62.38,95.75,30881,YES,N/A,0
298,28-07-2025,21:56:49:748526,Post-Puff,322,115,4095,30.05,62.39,96.4,30884,YES,N/A,0
299,28-07-2025,21:56:51:554529,Post-Puff,322,127,4095,30.06,62.38,95.92,30882,YES,N/A,0
300,28-07-2025,21:56:53:361532,Post-Puff,322,80,4095,30.07,62.35,95.75,30881,YES,N/A,0
301,28-07-2025,21:56:55:167529,Post-Puff,322,118,4095,30.08,62.36,95.54,30878,YES,N/A,0
302,28-07-2025,21:56:56:973526,Post-Puff,322,118,4095,30.09,62.38,95.81,30881,YES,N/A,0
303,28-07-2025,21:56:58:779529,Post-Puff,322,115,4095,30.1,62.38,95.54,30877,YES,N/A,0
304,28-07-2025,21:57:00:585526,Post-Puff,322,121,4095,30.1,62.37,95.65,30873,YES,N/A,0
305,28-07-2025,21:57:02:391529,Post-Puff,322,80,4095,30.1,62.33,95.49,30878,YES,N/A,0
306,28-07-2025,21:57:04:197526,Post-Puff,322,114,4095,30.1,62.34,95.49,30879,YES,N/A,0
307,28-07-2025,21:57:06:003529,Post-Puff,322,126,4095,30.11,62.33,95.38,30876,YES,N/A,0
308,28-07-2025,21:57:07:809526,Post-Puff,322,117,4095,30.11,62.32,95.43,30874,YES,N/A,0
309,28-07-2025,21:57:09:615529,Post-Puff,322,122,4095,30.11,62.31,95.43,30878,YES,N/A,0
310,28-07-2025,21:57:11:421526,Post-Puff,322,123,4095,30.11,62.3,95.81,30876,YES,N/A,0
311,28-07-2025,21:57:13:228535,Post-Puff,322,119,4095,30.11,62.33,95.17,30875,YES,N/A,0
312,28-07-2025,21:57:15:034526,Post-Puff,322,117,4095,30.11,62.38,95.17,30876,YES,N/A,0
313,28-07-2025,21:57:16:840529,Post-Puff,322,128,4095,30.11,62.37,95.54,30881,YES,N/A,0
314,28-07-2025,21:57:18:646526,Post-Puff,322,80,4095,30.11,62.36,95.65,30879,YES,N/A,0
315,28-07-2025,21:57:20:452529,Post-Puff,322,122,4095,30.1,62.34,95.11,30878,YES,N/A,0
316,28-07-2025,21:57:22:258526,Post-Puff,322,115,4095,30.09,62.32,95.49,30881,YES,N/A,0
317,28-07-2025,21:57:24:064529,Post-Puff,322,119,4095,30.09,62.29,95.86,30880,YES,N/A,0
318,28-07-2025,21:57:25:870526,Post-Puff,322,77,4095,30.09,62.31,95.38,30877,YES,N/A,0
319,28-07-2025,21:57:27:676529,Post-Puff,322,112,4095,30.09,62.35,95.59,30872,YES,N/A,0
320,28-07-2025,21:57:29:482526,Post-Puff,322,126,4095,30.09,62.39,95.43,30869,YES,N/A,0
321,28-07-2025,21:57:31:288529,Post-Puff,322,121,4095,30.09,62.39,95.54,30869,YES,N/A,0
322,28-07-2025,21:57:33:095568,Post-Puff,322,122,4095,30.09,62.41,95.59,30873,YES,N/A,0
323,28-07-2025,21:57:34:901529,Post-Puff,322,119,4095,30.09,62.37,95.54,30877,YES,N/A,0
324,28-07-2025,21:57:36:707526,Post-Puff,322,117,4095,30.1,62.35,95.38,30869,YES,N/A,0
325,28-07-2025,21:57:38:513529,Post-Puff,322,120,4095,30.1,62.34,95.81,30871,YES,N/A,0
326,28-07-2025,21:57:40:319526,Post-Puff,322,115,4095,30.11,62.33,95.43,30877,YES,N/A,0
327,28-07-2025,21:57:42:125529,Post-Puff,322,80,4095,30.12,62.32,95.54,30871,YES,N/A,0
328,28-07-2025,21:57:43:931526,Post-Puff,322,123,4095,30.12,62.3,95.54,30874,YES,N/A,0
329,28-07-2025,21:57:45:737529,Post-Puff,322,119,4095,30.12,62.29,95.33,30870,YES,N/A,0
330,28-07-2025,21:57:47:543526,Post-Puff,322,118,4095,30.13,62.26,95.27,30875,YES,N/A,0
331,28-07-2025,21:57:49:349529,Post-Puff,322,119,4095,30.13,62.26,95.54,30875,YES,N/A,0
332,28-07-2025,21:57:51:155526,Post-Puff,322,80,4095,30.14,62.26,95.43,30874,YES,N/A,0
333,28-07-2025,21:57:52:962553,Post-Puff,322,120,4095,30.14,62.25,95.27,30870,YES,N/A,0
334,28-07-2025,21:57:54:768526,Post-Puff,322,123,4095,30.15,62.23,95.54,30873,YES,N/A,0
335,28-07-2025,21:57:56:574529,Post-Puff,322,98,4095,30.16,62.23,95.49,30871,YES,N/A,0
336,28-07-2025,21:57:58:380526,Post-Puff,322,122,4095,30.17,62.17,95.49,30874,YES,N/A,0
337,28-07-2025,21:58:00:186529,Post-Puff,322,118,4095,30.18,62.14,95.43,30871,YES,N/A,0
338,28-07-2025,21:58:01:992526,Post-Puff,322,117,4095,30.2,62.08,95.33,30873,YES,N/A,0
339,28-07-2025,21:58:03:798529,Post-Puff,322,119,4095,30.21,62.08,95.54,30870,YES,N/A,0
340,28-07-2025,21:58:05:604526,Post-Puff,322,122,4095,30.22,62.05,95.49,30869,YES,N/A,0
341,28-07-2025,21:58:07:410529,Post-Puff,322,134,4095,30.23,62.06,95.27,30869,YES,N/A,0
342,28-07-2025,21:58:10:616525,Post-Puff,322,126,4095,30.16,62.17,89.98,30867,YES,N/A,0
343,28-07-2025,21:58:12:422529,Post-Puff,322,122,4095,30.19,62.11,91.43,30866,YES,N/A,0
344,28-07-2025,21:58:14:228526,Post-Puff,322,122,4095,30.22,62.04,92.22,30861,YES,N/A,0
345,28-07-2025,21:58:16:034529,Post-Puff,322,129,4095,30.25,62,94.22,30863,YES,N/A,0
346,28-07-2025,21:58:17:840526,Post-Puff,322,122,4095,30.27,61.95,94.43,30854,YES,N/A,0
347,28-07-2025,21:58:19:646529,Post-Puff,322,79,4095,30.28,61.91,94.38,30855,YES,N/A,0
348,28-07-2025,21:58:21:452526,Post-Puff,322,117,4095,30.29,61.89,94.53,30860,YES,N/A,0
349,28-07-2025,21:58:23:258529,Post-Puff,322,144,4095,30.3,61.88,94.53,30864,YES,N/A,0
350,28-07-2025,21:58:25:064526,Post-Puff,322,122,4095,30.3,61.81,94.85,30866,YES,N/A,0
351,28-07-2025,21:58:26:870529,Post-Puff,322,80,4095,30.3,61.77,94.9,30868,YES,N/A,0
352,28-07-2025,21:58:28:676526,Post-Puff,322,78,4095,30.3,61.75,94.8,30870,YES,N/A,0
353,28-07-2025,21:58:30:482529,Post-Puff,322,120,4095,30.3,61.73,95.22,30866,YES,N/A,0
354,28-07-2025,21:58:32:288526,Post-Puff,322,128,4095,30.3,61.7,95.27,30871,YES,N/A,0
355,28-07-2025,21:58:34:094529,Post-Puff,322,133,4095,30.3,61.68,95.59,30870,YES,N/A,0
356,28-07-2025,21:58:37:300525,Post-Puff,322,119,4095,30.22,61.82,89.79,30868,YES,N/A,0
357,28-07-2025,21:58:39:106529,Post-Puff,322,123,4095,30.24,61.82,91.43,30872,YES,N/A,0
358,28-07-2025,21:58:40:912526,Post-Puff,322,80,4095,30.26,61.83,91.62,30869,YES,N/A,0
359,28-07-2025,21:58:42:718529,Post-Puff,322,125,4095,30.27,61.86,93.86,30868,YES,N/A,0
360,28-07-2025,21:58:44:524526,Post-Puff,322,116,4095,30.28,61.82,94.07,30870,YES,N/A,0
361,28-07-2025,21:58:47:730528,Post-Puff,322,118,4095,30.19,61.88,89.51,30871,YES,N/A,0
362,28-07-2025,21:58:49:536526,Post-Puff,322,112,4095,30.2,61.85,90.94,30875,YES,N/A,0
363,28-07-2025,21:58:51:343529,Post-Puff,322,116,4095,30.22,61.82,92.22,30875,YES,N/A,0
364,28-07-2025,21:58:53:149526,Post-Puff,322,80,4095,30.23,61.8,94.12,30873,YES,N/A,0
365,28-07-2025,21:58:56:355528,Post-Puff,322,121,4095,30.16,61.9,89.23,30872,YES,N/A,0
366,28-07-2025,21:58:58:162526,Post-Puff,322,79,4095,30.19,61.91,90.84,30872,YES,N/A,0
367,28-07-2025,21:58:59:968529,Post-Puff,322,121,4095,30.21,61.85,91.43,30876,YES,N/A,0
368,28-07-2025,21:59:03:174524,Post-Puff,322,119,4095,30.15,61.91,88.95,30873,YES,N/A,0
369,28-07-2025,21:59:04:980529,Post-Puff,322,118,4095,30.18,61.92,90.56,30872,YES,N/A,0
370,28-07-2025,21:59:06:786526,Post-Puff,322,126,4095,30.21,61.93,91.43,30865,YES,N/A,0
371,28-07-2025,21:59:08:592529,Post-Puff,322,116,4095,30.23,61.93,92.02,30869,YES,N/A,0
372,28-07-2025,21:59:10:398526,Post-Puff,322,80,4095,30.24,61.9,94.12,30868,YES,N/A,0
373,28-07-2025,21:59:12:204529,Post-Puff,322,124,4095,30.25,61.89,94.27,30867,YES,N/A,0
374,28-07-2025,21:59:14:010526,Post-Puff,322,121,4095,30.26,61.88,93.91,30862,YES,N/A,0
375,28-07-2025,21:59:15:816529,Post-Puff,322,121,4095,30.27,61.9,94.69,30860,YES,N/A,0
376,28-07-2025,21:59:19:022525,Post-Puff,322,117,4095,30.2,62,89.7,30859,YES,N/A,0
377,28-07-2025,21:59:20:829529,Post-Puff,322,115,4095,30.23,61.93,91.23,30861,YES,N/A,0
378,28-07-2025,21:59:22:635526,Post-Puff,322,80,4095,30.25,61.83,91.92,30868,YES,N/A,0
379,28-07-2025,21:59:25:840527,Post-Puff,322,122,4095,30.17,61.93,88.76,30873,YES,N/A,0
380,28-07-2025,21:59:27:646525,Post-Puff,322,78,4095,30.2,61.92,90.75,30873,YES,N/A,0
381,28-07-2025,21:59:29:452528,Post-Puff,322,80,4095,30.21,61.86,91.72,30876,YES,N/A,0
382,28-07-2025,21:59:31:258525,Post-Puff,322,124,4095,30.22,61.84,91.92,30882,YES,N/A,0
383,28-07-2025,21:59:33:064528,Post-Puff,322,117,4095,30.22,61.82,94.01,30883,YES,N/A,0
384,28-07-2025,21:59:34:870525,Post-Puff,322,123,4095,30.21,61.81,94.43,30877,YES,N/A,0
385,28-07-2025,21:59:36:676528,Post-Puff,322,80,4095,30.21,61.79,94.59,30876,YES,N/A,0
386,28-07-2025,21:59:38:482525,Post-Puff,322,115,4095,30.21,61.79,95.22,30879,YES,N/A,0
387,28-07-2025,21:59:40:288528,Post-Puff,322,123,4095,30.21,61.76,94.9,30880,YES,N/A,0
388,28-07-2025,21:59:42:093525,Post-Puff,322,114,4095,30.22,61.75,95.27,30884,YES,N/A,0
389,28-07-2025,21:59:43:899528,Post-Puff,322,79,4095,30.22,61.73,95.01,30883,YES,N/A,0
390,28-07-2025,21:59:45:705525,Post-Puff,322,121,4095,30.22,61.69,95.22,30883,YES,N/A,0
391,28-07-2025,21:59:47:511528,Post-Puff,322,122,4095,30.22,61.65,95.49,30885,YES,N/A,0
392,28-07-2025,21:59:49:317524,Post-Puff,322,80,4095,30.23,61.62,95.17,30886,YES,N/A,0
393,28-07-2025,21:59:51:123528,Post-Puff,322,79,4095,30.23,61.61,95.59,30888,YES,N/A,0
394,28-07-2025,21:59:52:929525,Post-Puff,322,78,4095,30.23,61.61,95.59,30888,YES,N/A,0
395,28-07-2025,21:59:54:735528,Post-Puff,322,119,4095,30.23,61.63,95.59,30888,YES,N/A,0
396,28-07-2025,21:59:56:542524,Post-Puff,322,118,4095,30.23,61.65,95.43,30887,YES,N/A,0
397,28-07-2025,21:59:58:348528,Post-Puff,322,112,4095,30.23,61.62,96.08,30884,YES,N/A,0
398,28-07-2025,22:00:00:155525,Post-Puff,322,80,4095,30.23,61.6,95.86,30886,YES,N/A,0
399,28-07-2025,22:00:01:961528,Post-Puff,322,126,4095,30.23,61.58,95.86,30890,YES,N/A,0
400,28-07-2025,22:00:03:767525,Post-Puff,322,124,4095,30.23,61.59,95.81,30890,YES,N/A,0
401,28-07-2025,22:00:05:573528,Post-Puff,322,119,4095,30.24,61.58,96.19,30890,YES,N/A,0
402,28-07-2025,22:00:07:379525,Post-Puff,322,117,4095,30.23,61.57,95.75,30894,YES,N/A,0
403,28-07-2025,22:00:09:185528,Post-Puff,322,81,4095,30.23,61.55,95.86,30897,YES,N/A,0
404,28-07-2025,22:00:10:991525,Post-Puff,322,113,4095,30.24,61.55,95.86,30897,YES,N/A,0
405,28-07-2025,22:00:12:797528,Post-Puff,322,119,4095,30.24,61.57,95.81,30895,YES,N/A,0
406,28-07-2025,22:00:14:603525,Post-Puff,322,118,4095,30.25,61.58,95.81,30892,YES,N/A,0
407,28-07-2025,22:00:16:409528,Post-Puff,322,122,4095,30.25,61.55,95.75,30889,YES,N/A,0
408,28-07-2025,22:00:18:215525,Post-Puff,322,118,4095,30.25,61.56,96.08,30896,YES,N/A,0
409,28-07-2025,22:00:20:022528,Post-Puff,322,118,4095,30.25,61.57,95.86,30899,YES,N/A,0
410,28-07-2025,22:00:21:828525,Post-Puff,322,119,4095,30.25,61.55,95.86,30897,YES,N/A,0
411,28-07-2025,22:00:23:634528,Post-Puff,322,119,4095,30.25,61.54,95.86,30895,YES,N/A,0
412,28-07-2025,22:00:25:441525,Post-Puff,322,117,4095,30.24,61.54,95.92,30896,YES,N/A,0
413,28-07-2025,22:00:27:247528,Post-Puff,322,119,4095,30.24,61.55,95.86,30893,YES,N/A,0
414,28-07-2025,22:00:29:053525,Post-Puff,322,122,4095,30.23,61.59,95.86,30897,YES,N/A,0
415,28-07-2025,22:00:30:859528,Post-Puff,322,125,4095,30.23,61.63,95.81,30898,YES,N/A,0
416,28-07-2025,22:00:32:665525,Post-Puff,322,78,4095,30.23,61.67,96.4,30898,YES,N/A,0
417,28-07-2025,22:00:34:471528,Post-Puff,322,122,4095,30.23,61.68,95.81,30894,YES,N/A,0
418,28-07-2025,22:00:36:277525,Post-Puff,322,118,4095,30.24,61.66,96.08,30891,YES,N/A,0
419,28-07-2025,22:00:38:083528,Post-Puff,322,124,4095,30.25,61.66,96.08,30887,YES,N/A,0
420,28-07-2025,22:00:39:889525,Post-Puff,322,122,4095,30.26,61.65,96.19,30884,YES,N/A,0
421,28-07-2025,22:00:41:696528,Post-Puff,322,80,4095,30.27,61.61,95.97,30880,YES,N/A,0
422,28-07-2025,22:00:43:502525,Post-Puff,322,125,4095,30.28,61.57,96.24,30885,YES,N/A,0
423,28-07-2025,22:00:45:308528,Post-Puff,322,135,4095,30.28,61.55,95.65,30888,YES,N/A,0
424,28-07-2025,22:00:47:114525,Post-Puff,322,119,4095,30.28,61.55,95.75,30887,YES,N/A,0
425,28-07-2025,22:00:48:920528,Post-Puff,322,78,4095,30.28,61.57,95.86,30888,YES,N/A,0
426,28-07-2025,22:00:50:726525,Post-Puff,322,125,4095,30.29,61.54,95.7,30885,YES,N/A,0
427,28-07-2025,22:00:52:532528,Post-Puff,322,123,4095,30.29,61.51,96.24,30885,YES,N/A,0
428,28-07-2025,22:00:55:738523,Post-Puff,322,115,4095,30.22,61.64,90.84,30883,YES,N/A,0
429,28-07-2025,22:00:57:544528,Post-Puff,322,126,4095,30.24,61.61,91.92,30890,YES,N/A,0
430,28-07-2025,22:00:59:351524,Post-Puff,322,121,4095,30.26,61.58,94.43,30884,YES,N/A,0
431,28-07-2025,22:01:01:157528,Post-Puff,322,123,4095,30.27,61.55,94.64,30888,YES,N/A,0
432,28-07-2025,22:01:02:963524,Post-Puff,322,80,4095,30.27,61.49,94.8,30884,YES,N/A,0
433,28-07-2025,22:01:04:769528,Post-Puff,322,121,4095,30.28,61.51,95.43,30887,YES,N/A,0
434,28-07-2025,22:01:06:575525,Post-Puff,322,119,4095,30.28,61.51,95.11,30885,YES,N/A,0
435,28-07-2025,22:01:08:381528,Post-Puff,322,122,4095,30.29,61.51,95.17,30879,YES,N/A,0
436,28-07-2025,22:01:10:187524,Post-Puff,322,79,4095,30.29,61.51,95.43,30874,YES,N/A,0
437,28-07-2025,22:01:11:993528,Post-Puff,322,116,4095,30.3,61.49,95.38,30877,YES,N/A,0
438,28-07-2025,22:01:13:799525,Post-Puff,322,123,4095,30.3,61.46,95.54,30877,YES,N/A,0
439,28-07-2025,22:01:15:605528,Post-Puff,322,118,4095,30.3,61.45,95.7,30884,YES,N/A,0
440,28-07-2025,22:01:17:411525,Post-Puff,322,118,4095,30.3,61.41,95.54,30881,YES,N/A,0
441,28-07-2025,22:01:19:218534,Post-Puff,322,77,4095,30.3,61.41,95.65,30880,YES,N/A,0
442,28-07-2025,22:01:21:024525,Post-Puff,322,116,4095,30.29,61.52,94.85,30885,YES,N/A,0
443,28-07-2025,22:01:22:830528,Post-Puff,322,123,4095,30.29,61.73,95.33,30879,YES,N/A,0
444,28-07-2025,22:01:24:636525,Post-Puff,322,119,4095,30.29,61.77,94.9,30871,YES,N/A,0
445,28-07-2025,22:01:26:442528,Post-Puff,322,80,4095,30.29,61.7,95.27,30873,YES,N/A,0
446,28-07-2025,22:01:28:248524,Post-Puff,322,119,4095,30.28,61.64,95.27,30875,YES,N/A,0
447,28-07-2025,22:01:30:054528,Post-Puff,322,133,4095,30.28,61.6,95.92,30875,YES,N/A,0
448,28-07-2025,22:01:31:860525,Post-Puff,322,112,4095,30.28,61.59,95.22,30873,YES,N/A,0
449,28-07-2025,22:01:33:666528,Post-Puff,322,119,4095,30.28,61.57,95.92,30871,YES,N/A,0
450,28-07-2025,22:01:35:472524,Post-Puff,322,80,4095,30.28,61.59,95.22,30875,YES,N/A,0
451,28-07-2025,22:01:37:278528,Post-Puff,322,131,4095,30.28,61.65,95.22,30876,YES,N/A,0
452,28-07-2025,22:01:39:084525,Post-Puff,322,121,4095,30.28,61.68,95.59,30872,YES,N/A,0
453,28-07-2025,22:01:40:890528,Post-Puff,322,141,4095,30.28,61.75,95.49,30868,YES,N/A,0
454,28-07-2025,22:01:42:696525,Post-Puff,322,77,4095,30.28,61.8,95.17,30862,YES,N/A,0
455,28-07-2025,22:01:44:502528,Post-Puff,322,124,4095,30.28,61.76,95.7,30863,YES,N/A,0
456,28-07-2025,22:01:46:308525,Post-Puff,322,121,4095,30.27,61.7,95.49,30867,YES,N/A,0
457,28-07-2025,22:01:48:114528,Post-Puff,322,119,4095,30.27,61.67,95.49,30868,YES,N/A,0
458,28-07-2025,22:01:49:920525,Post-Puff,322,127,4095,30.27,61.66,95.33,30870,YES,N/A,0
459,28-07-2025,22:01:51:726528,Post-Puff,322,79,4095,30.27,61.72,95.43,30866,YES,N/A,0
460,28-07-2025,22:01:53:532525,Post-Puff,322,118,4095,30.27,61.74,95.22,30857,YES,N/A,0
461,28-07-2025,22:01:55:338528,Post-Puff,322,123,4095,30.28,61.72,94.9,30852,YES,N/A,0
462,28-07-2025,22:01:58:544523,Post-Puff,322,118,4095,30.21,61.8,90.65,30849,YES,N/A,0
463,28-07-2025,22:02:00:350528,Post-Puff,322,122,4095,30.24,61.8,91.43,30851,YES,N/A,0
464,28-07-2025,22:02:02:156525,Post-Puff,322,122,4095,30.26,61.77,92.22,30854,YES,N/A,0
465,28-07-2025,22:02:03:962528,Post-Puff,322,78,4095,30.27,61.76,94.48,30856,YES,N/A,0
466,28-07-2025,22:02:05:768525,Post-Puff,322,117,4095,30.27,61.72,94.59,30858,YES,N/A,0
467,28-07-2025,22:02:07:574528,Post-Puff,322,122,4095,30.28,61.67,94.85,30855,YES,N/A,0
468,28-07-2025,22:02:09:380525,Post-Puff,322,118,4095,30.27,61.66,95.06,30855,YES,N/A,0
469,28-07-2025,22:02:11:186528,Post-Puff,322,118,4095,30.26,61.71,95.11,30853,YES,N/A,0
470,28-07-2025,22:02:12:992524,Post-Puff,322,77,4095,30.25,61.75,94.85,30858,YES,N/A,0
471,28-07-2025,22:02:14:798528,Post-Puff,322,117,4095,30.23,61.76,95.17,30860,YES,N/A,0
472,28-07-2025,22:02:16:604525,Post-Puff,322,119,4095,30.21,61.75,95.97,30853,YES,N/A,0
473,28-07-2025,22:02:18:410528,Post-Puff,322,112,4095,30.2,61.8,95.43,30853,YES,N/A,0
474,28-07-2025,22:02:20:216524,Post-Puff,322,80,4095,30.19,61.84,95.43,30854,YES,N/A,0
475,28-07-2025,22:02:22:022528,Post-Puff,322,127,4095,30.17,61.9,95.43,30853,YES,N/A,0
476,28-07-2025,22:02:23:828524,Post-Puff,322,123,4095,30.16,61.98,95.43,30857,YES,N/A,0
477,28-07-2025,22:02:25:634528,Post-Puff,322,118,4095,30.16,62.06,95.33,30852,YES,N/A,0
478,28-07-2025,22:02:27:440525,Post-Puff,322,119,4095,30.15,62.08,95.43,30851,YES,N/A,0
479,28-07-2025,22:02:29:246528,Post-Puff,322,78,4095,30.15,62.12,95.11,30850,YES,N/A,0
480,28-07-2025,22:02:31:052525,Post-Puff,322,117,4095,30.14,62.15,95.43,30850,YES,N/A,0
481,28-07-2025,22:02:32:858528,Post-Puff,322,119,4095,30.14,62.13,95.65,30847,YES,N/A,0
482,28-07-2025,22:02:36:063525,Post-Puff,322,120,4095,30.06,62.25,90.27,30850,YES,N/A,0
483,28-07-2025,22:02:37:870529,Post-Puff,322,79,4095,30.08,62.24,91.92,30849,YES,N/A,0
484,28-07-2025,22:02:39:676526,Post-Puff,322,128,4095,30.1,62.2,93.86,30845,YES,N/A,0
485,28-07-2025,22:02:41:482529,Post-Puff,322,79,4095,30.12,62.18,94.64,30847,YES,N/A,0
486,28-07-2025,22:02:43:288526,Post-Puff,322,118,4095,30.14,62.16,94.8,30843,YES,N/A,0
487,28-07-2025,22:02:45:094529,Post-Puff,322,123,4095,30.15,62.15,94.74,30841,YES,N/A,0
488,28-07-2025,22:02:46:900526,Post-Puff,322,122,4095,30.16,62.17,94.59,30842,YES,N/A,0
489,28-07-2025,22:02:48:706529,Post-Puff,322,78,4095,30.17,62.17,95.06,30840,YES,N/A,0
490,28-07-2025,22:02:50:512526,Post-Puff,322,80,4095,30.17,62.2,95.43,30842,YES,N/A,0
491,28-07-2025,22:02:52:318529,Post-Puff,322,125,4095,30.18,62.18,95.06,30837,YES,N/A,0
492,28-07-2025,22:02:54:124526,Post-Puff,322,116,4095,30.18,62.17,95.01,30835,YES,N/A,0
493,28-07-2025,22:02:55:930529,Post-Puff,322,119,4095,30.18,62.14,95.06,30829,YES,N/A,0
494,28-07-2025,22:02:59:137525,Post-Puff,322,121,4095,30.1,62.24,89.89,30823,YES,N/A,0
